id,county,state,male_under_5_years,male_5_to_9_years,male_10_to_14_years,male_15_to_19_years,male_20_to_24_years,male_25_to_29_years,male_30_to_34_years,male_35_to_39_years,male_40_to_44_years,male_45_to_49_years,male_50_to_54_years,male_55_to_59_years,male_60_to_64_years,male_65_to_69_years,male_70_to_74_years,male_75_to_79_years,male_80_to_84_years,male_85_years_and_over,male_percent_under_5_years,male_percent_5_to_9_years,male_percent_10_to_14_years,male_percent_15_to_19_years,male_percent_20_to_24_years,male_percent_25_to_29_years,male_percent_30_to_34_years,male_percent_35_to_39_years,male_percent_40_to_44_years,male_percent_45_to_49_years,male_percent_50_to_54_years,male_percent_55_to_59_years,male_percent_60_to_64_years,male_percent_65_to_69_years,male_percent_70_to_74_years,male_percent_75_to_79_years,male_percent_80_to_84_years,male_percent_85_years_and_over,female_under_5_years,female_5_to_9_years,female_10_to_14_years,female_15_to_19_years,female_20_to_24_years,female_25_to_29_years,female_30_to_34_years,female_35_to_39_years,female_40_to_44_years,female_45_to_49_years,female_50_to_54_years,female_55_to_59_years,female_60_to_64_years,female_65_to_69_years,female_70_to_74_years,female_75_to_79_years,female_80_to_84_years,female_85_years_and_over,female_percent_under_5_years,female_percent_5_to_9_years,female_percent_10_to_14_years,female_percent_15_to_19_years,female_percent_20_to_24_years,female_percent_25_to_29_years,female_percent_30_to_34_years,female_percent_35_to_39_years,female_percent_40_to_44_years,female_percent_45_to_49_years,female_percent_50_to_54_years,female_percent_55_to_59_years,female_percent_60_to_64_years,female_percent_65_to_69_years,female_percent_70_to_74_years,female_percent_75_to_79_years,female_percent_80_to_84_years,female_percent_85_years_and_over
0500000US37179,Union,North Carolina,6556,7489,11211,10275,7640,5475,5731,7105,9715,8980,9121,8451,6692,4251,3938,2529,1496,923,5.6,6.4,9.5,8.7,6.5,4.7,4.9,6,8.3,7.6,7.8,7.2,5.7,3.6,3.3,2.2,1.3,0.8,7135,8229,9994,10453,6782,5749,5892,8176,8883,10090,8939,8046,6397,5299,4990,3139,2242,1846,5.8,6.7,8.2,8.5,5.5,4.7,4.8,6.7,7.3,8.3,7.3,6.6,5.2,4.3,4.1,2.6,1.8,1.5
0500000US37183,Wake,North Carolina,34115,35652,39916,38653,35430,40188,40287,40085,39713,40394,36721,33018,28346,21932,14911,10291,6073,4832,6.3,6.6,7.4,7.2,6.6,7.4,7.5,7.4,7.3,7.5,6.8,6.1,5.2,4.1,2.8,1.9,1.1,0.9,32938,35101,39076,38700,34365,41302,42127,41438,43842,41693,38287,37650,29060,24992,20503,13220,8042,8868,5.8,6.1,6.8,6.8,6,7.2,7.4,7.3,7.7,7.3,6.7,6.6,5.1,4.4,3.6,2.3,1.4,1.6
0500000US37191,Wayne,North Carolina,3991,3273,4957,4300,5275,3296,3416,2722,3812,3770,3758,3914,3897,3097,2491,1749,770,699,6.7,5.5,8.4,7.3,8.9,5.6,5.8,4.6,6.4,6.4,6.3,6.6,6.6,5.2,4.2,3,1.3,1.2,3971,3903,4337,4794,3839,3888,4539,3185,3409,3828,3833,4176,4249,3109,3549,2333,1822,1180,6.2,6.1,6.8,7.5,6,6.1,7.1,5,5.3,6,6,6.5,6.6,4.9,5.6,3.6,2.8,1.8
0500000US37193,Wilkes,North Carolina,1484,1474,2581,2287,2810,842,2238,1148,2680,2509,2334,2292,2580,1930,1916,1446,581,788,4.4,4.3,7.6,6.7,8.3,2.5,6.6,3.4,7.9,7.4,6.9,6.8,7.6,5.7,5.6,4.3,1.7,2.3,1396,2016,1509,2185,1323,1964,1577,1439,3048,2187,2068,2405,2587,2377,2397,1843,982,1189,4,5.8,4.4,6.3,3.8,5.7,4.6,4.2,8.8,6.3,6,7,7.5,6.9,6.9,5.3,2.8,3.4
0500000US37195,Wilson,North Carolina,2333,2102,3180,2513,2087,2818,742,2733,2578,2671,2587,3037,2106,2270,1914,1391,411,453,6.2,5.5,8.4,6.6,5.5,7.4,2,7.2,6.8,7,6.8,8,5.6,6,5,3.7,1.1,1.2,2476,1346,4610,2295,2978,2466,2076,3633,2358,2612,2565,2985,2847,2786,2381,1174,1147,1140,5.6,3.1,10.5,5.2,6.8,5.6,4.7,8.3,5.4,6,5.8,6.8,6.5,6.3,5.4,2.7,2.6,2.6
0500000US38015,Burleigh,North Dakota,2709,2802,3834,3280,3650,3270,3285,4085,2164,2633,2472,3093,2903,2703,1765,1604,778,482,5.7,5.9,8.1,6.9,7.7,6.9,6.9,8.6,4.6,5.5,5.2,6.5,6.1,5.7,3.7,3.4,1.6,1,3161,2414,3530,2739,3307,3144,2997,3818,2497,2658,2405,2719,3901,2380,2186,1531,1242,1485,6.6,5,7.3,5.7,6.9,6.5,6.2,7.9,5.2,5.5,5,5.7,8.1,4.9,4.5,3.2,2.6,3.1
0500000US38017,Cass,North Dakota,6285,5644,6441,5012,9535,9741,7506,7526,5829,4752,4862,4439,4882,3874,2337,1999,867,939,6.8,6.1,7,5.4,10.3,10.5,8.1,8.1,6.3,5.1,5.3,4.8,5.3,4.2,2.5,2.2,0.9,1,5568,4586,5976,6184,9164,8003,7319,6421,5019,4364,4491,5142,4508,4169,2936,1771,901,2931,6.2,5.1,6.7,6.9,10.2,8.9,8.2,7.2,5.6,4.9,5,5.7,5,4.7,3.3,2,1,3.3
0500000US38035,Grand Forks,North Dakota,2086,2406,1955,2886,5519,3617,2669,1954,1737,1376,1452,1842,2180,1861,825,908,145,477,5.8,6.7,5.4,8,15.4,10.1,7.4,5.4,4.8,3.8,4,5.1,6.1,5.2,2.3,2.5,0.4,1.3,2089,2475,1380,2628,4546,3097,2256,1810,1538,1486,1342,2236,1505,2157,703,944,644,720,6.2,7.4,4.1,7.8,13.5,9.2,6.7,5.4,4.6,4.4,4,6.7,4.5,6.4,2.1,2.8,1.9,2.1
0500000US38101,Ward,North Dakota,2421,2237,2408,1665,3840,4299,2818,2925,1818,1694,1527,1455,1958,1027,1290,1025,230,376,6.9,6.4,6.9,4.8,11,12.3,8,8.4,5.2,4.8,4.4,4.2,5.6,2.9,3.7,2.9,0.7,1.1,1997,2444,2031,2163,3371,2501,2366,1821,1882,1520,1718,2484,1636,1554,820,942,682,696,6.1,7.5,6.2,6.6,10.3,7.7,7.3,5.6,5.8,4.7,5.3,7.6,5,4.8,2.5,2.9,2.1,2.1
0500000US39003,Allen,Ohio,3211,2968,4313,4138,3543,3785,2863,3368,2964,2899,3009,3299,3511,2771,2218,1684,790,673,6.2,5.7,8.3,8,6.8,7.3,5.5,6.5,5.7,5.6,5.8,6.3,6.8,5.3,4.3,3.2,1.5,1.3,2498,2983,3404,3739,2503,3060,2933,3673,2725,2705,2970,3831,3092,2869,2521,2098,1581,1159,5,5.9,6.8,7.4,5,6.1,5.8,7.3,5.4,5.4,5.9,7.6,6.1,5.7,5,4.2,3.1,2.3
0500000US39007,Ashtabula,Ohio,2984,2933,3584,2941,3001,2862,3293,2738,2887,3226,3016,3812,3268,3630,1968,1844,697,880,6,5.9,7.2,5.9,6.1,5.8,6.6,5.5,5.8,6.5,6.1,7.7,6.6,7.3,4,3.7,1.4,1.8,2340,3148,2523,2826,2625,3067,2469,2278,2868,2795,3343,3161,4019,3265,2420,2439,947,1144,4.9,6.6,5.3,5.9,5.5,6.4,5.2,4.8,6,5.9,7,6.6,8.4,6.8,5.1,5.1,2,2.4
0500000US39009,Athens,Ohio,1283,1495,1118,4175,5726,2164,2173,1884,1548,1548,1622,1716,1876,1700,874,709,301,269,4,4.6,3.5,13,17.8,6.7,6.8,5.9,4.8,4.8,5,5.3,5.8,5.3,2.7,2.2,0.9,0.8,1623,840,1502,6285,3983,2029,1873,1621,1556,1578,1681,1688,1931,1520,1278,1115,290,753,4.9,2.5,4.5,19,12,6.1,5.7,4.9,4.7,4.8,5.1,5.1,5.8,4.6,3.9,3.4,0.9,2.3
0500000US39013,Belmont,Ohio,1514,1370,2426,1899,1847,2263,2287,2052,2964,2048,2205,2318,2817,2621,1400,1189,488,597,4.4,4,7.1,5.5,5.4,6.6,6.7,6,8.6,6,6.4,6.8,8.2,7.6,4.1,3.5,1.4,1.7,1502,1742,1675,2209,1501,1778,1651,2347,1232,2090,2077,2620,2504,2089,2107,897,1556,1124,4.6,5.3,5.1,6.8,4.6,5.4,5,7.2,3.8,6.4,6.4,8,7.7,6.4,6.4,2.7,4.8,3.4
0500000US39017,Butler,Ohio,11269,12788,13401,15925,16371,10797,11105,12363,10105,12304,11484,11765,12136,8754,7317,4391,2602,2540,6,6.8,7.2,8.5,8.7,5.8,5.9,6.6,5.4,6.6,6.1,6.3,6.5,4.7,3.9,2.3,1.4,1.4,11434,10549,14140,15313,16080,11255,10832,11825,12569,11640,11672,12703,14170,11177,7038,5347,4188,3785,5.8,5.4,7.2,7.8,8.2,5.8,5.5,6,6.4,5.9,6,6.5,7.2,5.7,3.6,2.7,2.1,1.9
0500000US39023,Clark,Ohio,4168,3950,4446,4946,4115,3843,3655,3320,3527,3922,4432,4516,4571,3530,3293,2383,1192,1061,6.4,6.1,6.9,7.6,6.3,5.9,5.6,5.1,5.4,6,6.8,7,7,5.4,5.1,3.7,1.8,1.6,3454,3696,4344,5115,3967,3801,3731,4548,3284,4128,5059,4590,4878,4385,3875,3024,1423,1911,5,5.3,6.3,7.4,5.7,5.5,5.4,6.6,4.7,6,7.3,6.6,7,6.3,5.6,4.4,2.1,2.8
0500000US39025,Clermont,Ohio,5738,6299,7247,6570,5896,6792,6286,6090,6063,6569,6717,7995,7300,5196,4658,2898,1612,1066,5.7,6.2,7.2,6.5,5.8,6.7,6.2,6,6,6.5,6.7,7.9,7.2,5.1,4.6,2.9,1.6,1.1,5795,5474,7960,6174,5526,6628,6106,7191,5817,6902,7536,6911,8373,5712,5395,3182,2450,2304,5.5,5.2,7.5,5.9,5.2,6.3,5.8,6.8,5.5,6.5,7.1,6.6,7.9,5.4,5.1,3,2.3,2.2
0500000US39029,Columbiana,Ohio,2791,2805,3209,3132,2706,3043,2850,3225,2795,3340,3507,4100,4036,3687,2426,2274,945,677,5.4,5.4,6.2,6.1,5.2,5.9,5.5,6.3,5.4,6.5,6.8,8,7.8,7.2,4.7,4.4,1.8,1.3,2504,3464,2247,2755,2398,2775,2673,2137,3076,2953,3133,4563,3916,3197,3148,2273,1841,1282,5,6.9,4.5,5.5,4.8,5.5,5.3,4.2,6.1,5.9,6.2,9.1,7.8,6.4,6.3,4.5,3.7,2.5
0500000US39035,Cuyahoga,Ohio,35743,31791,39891,36828,38579,45719,41024,35241,33900,34259,36204,40776,41887,33824,25056,15858,10659,11834,6.1,5.4,6.8,6.3,6.5,7.8,7,6,5.8,5.8,6.1,6.9,7.1,5.7,4.3,2.7,1.8,2,34145,32477,36364,35739,38836,47539,42884,37614,37038,37540,40337,45340,47317,39293,31137,23127,18306,20966,5.3,5,5.6,5.5,6,7.4,6.6,5.8,5.7,5.8,6.2,7,7.3,6.1,4.8,3.6,2.8,3.2
0500000US39041,Delaware,Ohio,6187,8781,7873,8423,5366,3731,5431,7680,8586,8875,7348,7140,5420,4708,3776,3051,968,795,5.9,8.4,7.6,8.1,5.2,3.6,5.2,7.4,8.2,8.5,7.1,6.9,5.2,4.5,3.6,2.9,0.9,0.8,5848,7552,8175,7426,4910,4775,6125,8711,7379,7960,7143,6413,6555,5676,4226,2848,1042,2274,5.6,7.2,7.8,7.1,4.7,4.5,5.8,8.3,7,7.6,6.8,6.1,6.2,5.4,4,2.7,1,2.2
0500000US39043,Erie,Ohio,2431,1878,2104,1994,2111,2508,2411,1247,2169,1984,2491,2825,2458,2376,2114,1926,496,632,6.7,5.2,5.8,5.5,5.8,6.9,6.7,3.4,6,5.5,6.9,7.8,6.8,6.6,5.8,5.3,1.4,1.7,1820,1772,2396,1873,2079,2304,1997,2419,1529,2089,2503,3419,3417,2933,1826,1920,996,819,4.8,4.6,6.3,4.9,5.5,6,5.2,6.3,4,5.5,6.6,9,9,7.7,4.8,5,2.6,2.1
0500000US39045,Fairfield,Ohio,4835,6046,5044,5298,5006,4303,4482,6402,4651,5715,5218,5178,4893,4120,2590,1607,1915,852,6.2,7.7,6.5,6.8,6.4,5.5,5.7,8.2,6,7.3,6.7,6.6,6.3,5.3,3.3,2.1,2.5,1.1,4484,4230,6359,4313,4565,4281,4189,6525,4773,5160,5549,5240,5492,4712,3546,2316,2292,1393,5.6,5.3,8,5.4,5.7,5.4,5.3,8.2,6,6.5,7,6.6,6.9,5.9,4.5,2.9,2.9,1.8
0500000US39049,Franklin,Ohio,46889,42956,42230,42314,44154,61050,58450,47035,41167,39125,36863,37554,33988,25890,18472,10852,6250,7558,7.3,6.7,6.6,6.6,6.9,9.5,9.1,7.3,6.4,6.1,5.7,5.8,5.3,4,2.9,1.7,1,1.2,45295,40248,42097,41924,44546,62389,58276,48683,41291,39628,37582,41015,37281,32910,22718,14929,11794,11353,6.7,6,6.2,6.2,6.6,9.3,8.6,7.2,6.1,5.9,5.6,6.1,5.5,4.9,3.4,2.2,1.7,1.7
0500000US39055,Geauga,Ohio,2434,3046,3444,3598,3198,2467,2007,2748,2073,2747,3372,4185,2831,2696,2733,1885,780,912,5.2,6.5,7.3,7.6,6.8,5.2,4.3,5.8,4.4,5.8,7.2,8.9,6,5.7,5.8,4,1.7,1.9,2298,2878,3001,3069,2455,1970,1852,2077,2755,2904,3384,3372,3987,2499,3137,1963,1706,1186,4.9,6.2,6.5,6.6,5.3,4.2,4,4.5,5.9,6.2,7.3,7.3,8.6,5.4,6.7,4.2,3.7,2.6
0500000US39057,Greene,Ohio,5513,4984,4472,6282,6455,6513,5904,5366,4240,4194,4666,5625,5091,5212,3497,1783,2092,1055,6.6,6,5.4,7.6,7.8,7.9,7.1,6.5,5.1,5.1,5.6,6.8,6.1,6.3,4.2,2.1,2.5,1.3,4353,5600,4063,6764,6245,5622,5905,5160,4239,4872,5329,5143,6382,5035,4138,2812,2440,1891,5.1,6.5,4.7,7.9,7.3,6.5,6.9,6,4.9,5.7,6.2,6,7.4,5.9,4.8,3.3,2.8,2.2
0500000US39061,Hamilton,Ohio,27061,26678,25908,27528,26813,31974,29644,25217,22945,21878,22973,25965,25197,20434,13587,10367,5483,5424,6.8,6.8,6.6,7,6.8,8.1,7.5,6.4,5.8,5.5,5.8,6.6,6.4,5.2,3.4,2.6,1.4,1.4,25939,24688,26436,26867,26075,32259,30873,29745,20780,23584,25142,27103,29153,24098,16887,12355,8350,12063,6.1,5.8,6.3,6.4,6.2,7.6,7.3,7,4.9,5.6,6,6.4,6.9,5.7,4,2.9,2,2.9
0500000US39063,Hancock,Ohio,2403,2242,2595,2478,2272,2946,2676,1856,2493,2444,2403,2705,2570,1842,1556,1313,695,391,6.3,5.9,6.9,6.5,6,7.8,7.1,4.9,6.6,6.5,6.3,7.1,6.8,4.9,4.1,3.5,1.8,1,1788,2645,2107,2399,2391,2485,2483,2200,2174,2229,2207,2490,2672,2176,1777,2021,334,1325,4.7,7,5.6,6.3,6.3,6.6,6.6,5.8,5.7,5.9,5.8,6.6,7,5.7,4.7,5.3,0.9,3.5
0500000US39081,Jefferson,Ohio,1707,1405,2104,2001,1987,2009,1735,1573,1689,2155,2137,2509,2362,2472,1550,1168,811,373,5.4,4.4,6.6,6.3,6.3,6.3,5.5,5,5.3,6.8,6.7,7.9,7.4,7.8,4.9,3.7,2.6,1.2,1580,1847,1644,1963,2362,1839,1772,1483,1744,1968,2195,2340,2674,2604,1950,1936,1063,614,4.7,5.5,4.9,5.8,7,5.5,5.3,4.4,5.2,5.9,6.5,7,8,7.8,5.8,5.8,3.2,1.8
0500000US39085,Lake,Ohio,5629,7585,5050,7327,6386,6831,7155,7517,5609,6849,7447,7658,9493,7177,5953,4004,1959,1846,5,6.8,4.5,6.6,5.7,6.1,6.4,6.7,5,6.1,6.7,6.9,8.5,6.4,5.3,3.6,1.8,1.7,5333,6016,7542,6373,6346,7218,6743,6524,6750,7298,7600,8526,9872,7972,6687,4961,3179,3734,4.5,5.1,6.4,5.4,5.3,6.1,5.7,5.5,5.7,6.1,6.4,7.2,8.3,6.7,5.6,4.2,2.7,3.1
0500000US39089,Licking,Ohio,5516,4314,7334,5999,5155,4894,4521,5386,5731,6320,6232,5138,6562,4653,3388,2028,1477,1452,6.4,5,8.5,7,6,5.7,5.3,6.3,6.7,7.3,7.2,6,7.6,5.4,3.9,2.4,1.7,1.7,4823,5442,5635,6366,6459,4624,5150,5210,5918,5805,5817,5879,7423,5232,3984,3086,1659,2250,5.3,6,6.2,7,7.1,5.1,5.7,5.7,6.5,6.4,6.4,6.5,8.2,5.8,4.4,3.4,1.8,2.5
0500000US39093,Lorain,Ohio,8781,8826,11017,11346,7671,10138,8050,8988,9234,10535,10750,11811,9749,8466,7399,4546,3231,2233,5.7,5.8,7.2,7.4,5,6.6,5.3,5.9,6,6.9,7,7.7,6.4,5.5,4.8,3,2.1,1.5,8251,9964,8757,9779,9280,7976,8141,9820,10154,9479,10132,10058,11925,10602,8656,5617,4166,4305,5.3,6.3,5.6,6.2,5.9,5.1,5.2,6.3,6.5,6,6.5,6.4,7.6,6.8,5.5,3.6,2.7,2.7
0500000US39095,Lucas,Ohio,13787,13351,14459,13795,13255,16159,14783,13599,9967,12866,11920,12154,15644,11396,8254,5815,2876,2769,6.7,6.5,7,6.7,6.4,7.8,7.1,6.6,4.8,6.2,5.8,5.9,7.6,5.5,4,2.8,1.4,1.3,13312,13625,13412,12642,13208,16576,15222,13821,11370,13976,13087,13298,17675,12343,10211,6255,4673,6793,6,6.2,6.1,5.7,6,7.5,6.9,6.2,5.1,6.3,5.9,6,8,5.6,4.6,2.8,2.1,3.1
0500000US39099,Mahoning,Ohio,6839,5878,7185,8047,7690,7051,6453,5772,6854,6487,7346,7064,9021,7550,5307,3816,2717,1884,6.1,5.2,6.4,7.1,6.8,6.2,5.7,5.1,6.1,5.7,6.5,6.3,8,6.7,4.7,3.4,2.4,1.7,5124,6833,5331,6675,7096,6688,5826,7606,5387,6478,7155,8482,9558,8779,5712,4583,3260,5149,4.4,5.9,4.6,5.8,6.1,5.8,5,6.6,4.7,5.6,6.2,7.3,8.3,7.6,4.9,4,2.8,4.4
0500000US39101,Marion,Ohio,1792,1896,1929,1985,2037,2483,2330,2282,2633,2397,2395,2878,2011,1968,1201,1142,556,426,5.2,5.5,5.6,5.8,5.9,7.2,6.8,6.6,7.7,7,7,8.4,5.9,5.7,3.5,3.3,1.6,1.2,1968,1615,1844,1801,1635,1865,1654,1430,1692,1972,2354,1719,2786,2081,1537,1387,888,524,6.4,5.3,6,5.9,5.3,6.1,5.4,4.7,5.5,6.4,7.7,5.6,9.1,6.8,5,4.5,2.9,1.7
0500000US39103,Medina,Ohio,5276,5896,5591,6026,4554,4567,5258,5282,6279,5839,6544,6471,6302,3915,5427,2915,1733,1020,5.9,6.6,6.3,6.8,5.1,5.1,5.9,5.9,7.1,6.6,7.4,7.3,7.1,4.4,6.1,3.3,1.9,1.1,4618,4702,6078,5493,4348,4915,4991,5380,5682,6272,6739,8119,5337,5144,5135,3537,1642,2719,5.1,5.2,6.7,6,4.8,5.4,5.5,5.9,6.3,6.9,7.4,8.9,5.9,5.7,5.7,3.9,1.8,3
0500000US39109,Miami,Ohio,3507,2859,4009,3656,3116,2974,3172,3246,3519,3250,3435,3460,3591,3583,2205,1354,907,1152,6.6,5.4,7.6,6.9,5.9,5.6,6,6.1,6.6,6.1,6.5,6.5,6.8,6.8,4.2,2.6,1.7,2.2,3036,2708,3842,3223,2921,2799,3136,3487,3195,3237,3394,3458,3989,4191,2451,1814,1694,1417,5.6,5,7.1,6,5.4,5.2,5.8,6.5,5.9,6,6.3,6.4,7.4,7.8,4.5,3.4,3.1,2.6
0500000US39113,Montgomery,Ohio,16781,16095,16850,16984,17698,18806,17757,14662,14752,15128,15339,17655,16334,14472,10112,7372,6011,3513,6.5,6.3,6.6,6.6,6.9,7.3,6.9,5.7,5.8,5.9,6,6.9,6.4,5.6,3.9,2.9,2.3,1.4,15698,15531,15885,16558,17791,18855,17802,16806,14738,15511,16812,17913,19324,16462,13862,10091,7885,7842,5.7,5.6,5.8,6,6.5,6.8,6.5,6.1,5.4,5.6,6.1,6.5,7,6,5,3.7,2.9,2.8
0500000US39119,Muskingum,Ohio,2462,2046,3512,2554,3752,2734,2226,2081,2618,3000,2881,3677,1997,2216,2178,1328,608,719,5.8,4.8,8.2,6,8.8,6.4,5.2,4.9,6.1,7,6.8,8.6,4.7,5.2,5.1,3.1,1.4,1.7,2242,2202,3104,3430,1774,2546,2276,2342,2602,3004,3181,3182,2928,2384,2351,1644,905,1529,5.1,5,7.1,7.9,4.1,5.8,5.2,5.4,6,6.9,7.3,7.3,6.7,5.5,5.4,3.8,2.1,3.5
0500000US39133,Portage,Ohio,3694,3646,5130,6806,8737,5482,4294,3992,4667,4650,4752,6023,5221,4597,3226,1881,2054,993,4.6,4.6,6.4,8.5,10.9,6.9,5.4,5,5.8,5.8,6,7.5,6.5,5.8,4,2.4,2.6,1.2,3110,3688,4714,6761,9756,4691,4754,4549,3889,4861,5167,5198,6320,4371,4260,2992,1371,2169,3.8,4.5,5.7,8.2,11.8,5.7,5.8,5.5,4.7,5.9,6.3,6.3,7.6,5.3,5.2,3.6,1.7,2.6
0500000US39139,Richland,Ohio,3415,3260,4579,3346,4251,5085,3755,4038,3198,4504,3888,4569,3862,3388,2653,1704,1122,1134,5.5,5.3,7.4,5.4,6.9,8.2,6.1,6.5,5.2,7.3,6.3,7.4,6.3,5.5,4.3,2.8,1.8,1.8,3226,4180,3334,3093,3078,3566,3467,2743,3333,3970,3494,4037,4354,4098,2970,2167,1776,2517,5.4,7,5.6,5.2,5.2,6,5.8,4.6,5.6,6.7,5.9,6.8,7.3,6.9,5,3.6,3,4.2
0500000US39141,Ross,Ohio,2341,2379,2789,2169,2471,2992,2868,3199,2102,3074,2882,3252,2283,2033,1651,987,433,715,5.8,5.9,6.9,5.3,6.1,7.4,7.1,7.9,5.2,7.6,7.1,8,5.6,5,4.1,2.4,1.1,1.8,2098,2041,2297,1749,1872,2199,1949,2625,1967,2308,2465,2281,3083,2184,1796,1274,1228,630,5.8,5.7,6.4,4.9,5.2,6.1,5.4,7.3,5.5,6.4,6.8,6.3,8.6,6.1,5,3.5,3.4,1.7
0500000US39145,Scioto,Ohio,2201,2606,2224,2384,2349,2797,2418,2454,1862,2603,2179,2974,1790,2298,1467,1055,564,717,6,7.1,6,6.5,6.4,7.6,6.5,6.6,5,7,5.9,8.1,4.8,6.2,4,2.9,1.5,1.9,2426,2495,1558,2098,2272,2451,2370,2359,2031,2761,2317,3536,1953,2453,1719,1999,844,730,6.3,6.5,4.1,5.5,5.9,6.4,6.2,6.1,5.3,7.2,6,9.2,5.1,6.4,4.5,5.2,2.2,1.9
0500000US39151,Stark,Ohio,10584,9889,12855,12433,10774,12006,9714,9854,11954,10642,11640,12211,13799,10372,9191,7007,3600,2122,5.9,5.5,7.1,6.9,6,6.6,5.4,5.5,6.6,5.9,6.4,6.8,7.6,5.7,5.1,3.9,2,1.2,10112,10572,10888,11316,10290,11680,10380,11028,10616,11254,13039,14162,13508,10326,11467,8045,5252,6024,5.3,5.6,5.7,6,5.4,6.1,5.5,5.8,5.6,5.9,6.9,7.5,7.1,5.4,6,4.2,2.8,3.2
0500000US39153,Summit,Ohio,15232,17148,15312,16101,17184,18909,17235,15640,15790,16358,17178,18892,18723,14295,12584,7234,4902,4474,5.8,6.5,5.8,6.1,6.5,7.2,6.5,5.9,6,6.2,6.5,7.2,7.1,5.4,4.8,2.7,1.9,1.7,14699,13654,16898,15492,16476,18524,17706,15048,17501,16798,17762,20168,20678,16492,14862,9428,6844,8792,5.3,4.9,6.1,5.6,5.9,6.7,6.4,5.4,6.3,6,6.4,7.3,7.4,5.9,5.3,3.4,2.5,3.2
0500000US39155,Trumbull,Ohio,5647,5540,5725,5602,5870,6202,5040,4526,6599,5877,6457,6453,7713,6093,5215,3598,2087,2154,5.9,5.7,5.9,5.8,6.1,6.4,5.2,4.7,6.8,6.1,6.7,6.7,8,6.3,5.4,3.7,2.2,2.2,5211,4851,6151,5354,5573,6098,5328,5463,5067,6416,6470,7958,7299,6978,6385,4750,3157,3067,5.1,4.8,6.1,5.3,5.5,6,5.2,5.4,5,6.3,6.4,7.8,7.2,6.9,6.3,4.7,3.1,3
0500000US39157,Tuscarawas,Ohio,3009,3252,3110,2759,2488,2743,2852,2975,2592,2621,2782,3630,2835,3270,1745,1070,1132,1247,6.5,7.1,6.7,6,5.4,5.9,6.2,6.5,5.6,5.7,6,7.9,6.1,7.1,3.8,2.3,2.5,2.7,2734,2478,2934,2489,2702,2558,2471,2565,2645,2806,2802,3215,3284,2917,2562,1607,1758,1348,6,5.4,6.4,5.4,5.9,5.6,5.4,5.6,5.8,6.1,6.1,7,7.2,6.4,5.6,3.5,3.8,2.9
0500000US39165,Warren,Ohio,6602,7929,8721,8817,7024,7264,7211,9017,7511,9214,8202,7438,8038,5289,4518,2932,1620,1217,5.6,6.7,7.4,7.4,5.9,6.1,6.1,7.6,6.3,7.8,6.9,6.3,6.8,4.5,3.8,2.5,1.4,1,6011,6962,8955,7991,5747,5425,7107,8602,6731,8379,8825,7680,8556,6418,4172,3873,2271,2333,5.2,6,7.7,6.9,5,4.7,6.1,7.4,5.8,7.2,7.6,6.6,7.4,5.5,3.6,3.3,2,2
0500000US39169,Wayne,Ohio,3802,3875,4334,4805,4517,3435,3158,3417,3111,3047,3181,3414,4403,3090,2510,1609,1502,711,6.6,6.7,7.5,8.3,7.8,5.9,5.5,5.9,5.4,5.3,5.5,5.9,7.6,5.3,4.3,2.8,2.6,1.2,3407,3044,4241,3973,3865,3451,3138,3554,2570,3335,3366,3905,4066,3723,2621,2024,1205,2301,5.9,5.3,7.3,6.9,6.7,6,5.4,6.1,4.4,5.8,5.8,6.8,7,6.4,4.5,3.5,2.1,4
0500000US39173,Wood,Ohio,3182,3512,4002,5373,8555,4273,4260,3270,3482,3685,3357,4219,4010,3470,2307,1643,1054,586,5,5.5,6.2,8.4,13.3,6.7,6.6,5.1,5.4,5.7,5.2,6.6,6.2,5.4,3.6,2.6,1.6,0.9,3610,3941,3121,6247,7817,4263,3648,3089,3807,4016,3586,4367,3940,3040,3226,2331,1618,910,5.4,5.9,4.7,9.4,11.7,6.4,5.5,4.6,5.7,6,5.4,6.6,5.9,4.6,4.8,3.5,2.4,1.4
0500000US40017,Canadian,Oklahoma,4698,5178,6668,6118,3750,5023,5429,6970,3862,4690,4368,3857,3774,2937,3053,1712,788,516,6.4,7.1,9.1,8.3,5.1,6.8,7.4,9.5,5.3,6.4,6,5.3,5.1,4,4.2,2.3,1.1,0.7,4467,5129,5605,4799,4652,4345,5848,6778,5149,4486,3723,4084,5118,2782,3473,1207,1325,1945,6,6.8,7.5,6.4,6.2,5.8,7.8,9,6.9,6,5,5.5,6.8,3.7,4.6,1.6,1.8,2.6
0500000US40027,Cleveland,Oklahoma,7542,7762,10059,12016,16641,10068,9806,10112,8935,8706,7486,8244,6976,5255,5477,3547,1475,1993,5.3,5.5,7.1,8.5,11.7,7.1,6.9,7.1,6.3,6.1,5.3,5.8,4.9,3.7,3.9,2.5,1,1.4,7242,6955,9809,11119,14469,9739,10419,9889,7759,8664,7235,8389,8476,6985,5804,4049,2788,2124,5.1,4.9,6.9,7.8,10.2,6.9,7.3,7,5.5,6.1,5.1,5.9,6,4.9,4.1,2.9,2,1.5
