id,county,state,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
0500000US17097,Lake,Illinois,247661,3.7,2.5,5.3,5.3,10,14.3,12.4,18.3,11,17.2,92511,129550,37039,Very High
0500000US17099,LaSalle,Illinois,45411,6.4,3.6,9.7,9.7,13.7,19.7,14.3,14.8,5.2,2.9,59130,71489,12359,Low
0500000US17111,McHenry,Illinois,112669,2.2,1.9,5.1,5,10.4,17.1,15.1,20,12.2,10.9,88879,108205,19326,Very High
0500000US17113,McLean,Illinois,65118,11.6,2.5,6.9,6,10.2,16.7,13.2,18,7.4,7.5,68784,88239,19455,High
0500000US17115,Macon,Illinois,42741,11.7,4.1,8,10.7,14.7,17.5,13.2,12.8,2.9,4.4,50839,69620,18781,Very Low
0500000US17119,Madison,Illinois,108104,5,3.4,8.8,9.4,11.2,17.2,14.1,17.6,6.5,6.8,67440,87113,19673,High
0500000US17143,Peoria,Illinois,73666,8,4.4,10.1,8.7,13.2,17.1,12.5,13.4,6,6.5,57247,82292,25045,Low
0500000US17161,Rock Island,Illinois,60618,6.9,6.4,8.3,8.4,13.5,18.7,13.7,17,4.4,2.8,58313,70342,12029,Low
0500000US17163,St. Clair,Illinois,106156,7.5,3.1,10.1,9.8,14.2,16,13.7,12.8,7.6,5.1,57169,77996,20827,Low
0500000US17167,Sangamon,Illinois,83263,5.8,4.2,8.1,9.8,13.1,17.8,13,17,6.3,5,61280,80923,19643,Middle
0500000US17179,Tazewell,Illinois,53127,3.3,3.4,9.1,9.3,12.2,20.8,13.9,17.6,5.9,4.4,65848,78686,12838,High
0500000US17183,Vermilion,Illinois,31154,6.9,3.8,14.2,14.2,17.9,17.3,10.8,10.8,1.7,2.5,43111,58935,15824,Very Low
0500000US17197,Will,Illinois,230136,2.8,2.2,6,4.8,9.5,14.9,15,22,11.4,11.2,90134,108439,18305,Very High
0500000US17199,Williamson,Illinois,27650,4.5,5.1,10.3,9,14.8,17.1,13.5,16.8,3.4,5.4,58097,75721,17624,Low
0500000US17201,Winnebago,Illinois,114833,6.8,4.7,9.8,9.5,12.2,18.5,12.9,16.1,6,3.5,59455,73962,14507,Low
0500000US18003,Allen,Indiana,146280,4.9,3.7,8.3,10.9,16.1,19.9,12.8,14.2,5.1,4.1,56519,76589,20070,Low
0500000US18005,Bartholomew,Indiana,30383,3.6,3,10.1,6.7,11.5,17.7,18.6,15.6,5.9,7.3,72555,87331,14776,High
0500000US18011,Boone,Indiana,26803,5.2,5.2,4.9,6.5,10.2,19,13.3,13,7.2,15.4,70813,126100,55287,High
0500000US18019,Clark,Indiana,43704,4.1,2.7,8.8,14.1,13.7,20.4,14.9,13.9,5.3,2.1,59064,73922,14858,Low
0500000US18035,Delaware,Indiana,45640,8.6,6.6,11.9,13.3,13.8,18.2,11.2,11.4,2.6,2.4,45065,61483,16418,Very Low
0500000US18039,Elkhart,Indiana,68553,7.3,3.9,10.3,9.9,14.2,19.3,12.1,15,4.1,4,54531,72420,17889,Very Low
0500000US18043,Floyd,Indiana,28544,5.1,4.7,8,7.9,12.6,21,13.6,14.4,8,4.7,63219,81305,18086,Middle
0500000US18053,Grant,Indiana,27127,6.4,5.5,12.3,10.5,18.5,18.6,11.1,12,3.1,1.9,47206,60754,13548,Very Low
0500000US18057,Hamilton,Indiana,125328,2.8,1.6,3.3,4.3,8.1,15.3,12.2,20.8,13.5,18.3,105062,138826,33764,Very High
0500000US18059,Hancock,Indiana,28985,3.9,1.6,7.4,5.8,14.3,19,13.2,19.9,8.3,6.6,69392,89907,20515,High
0500000US18063,Hendricks,Indiana,61105,2.1,1.7,4,6.7,9.8,18,16.5,22.9,10.9,7.4,85381,108107,22726,Very High
0500000US18067,Howard,Indiana,34151,5.6,3,12.2,8.8,15.6,21.7,12.6,13.3,5.1,2,53440,64442,11002,Very Low
0500000US18081,Johnson,Indiana,57160,2.7,2,6,7.3,12.1,20.7,12.8,21,9.1,6.2,73651,95661,22010,High
0500000US18085,Kosciusko,Indiana,30991,4.6,3.8,8.6,8.9,12.8,19.9,15.5,16.6,6,3.2,64099,77934,13835,Middle
0500000US18089,Lake,Indiana,190135,7.6,4.2,8.5,10.6,12.5,19.4,10.9,16.2,6,4.3,57081,77171,20090,Low
0500000US18091,LaPorte,Indiana,43100,4.1,4.8,10.1,13,11.2,20,10.7,17.6,5.1,3.4,56019,73242,17223,Low
0500000US18095,Madison,Indiana,51164,6,4.2,11.5,8.5,15.2,22.8,13.2,13.8,2.9,2,55142,65461,10319,Low
0500000US18097,Marion,Indiana,379451,8.5,4.5,10.6,10.5,15.4,18.1,11.9,11.8,4.8,4,50458,71045,20587,Very Low
0500000US18105,Monroe,Indiana,54053,9.6,5.3,11.7,7.7,12,17,12.4,13.6,5.1,5.6,52453,73462,21009,Very Low
0500000US18109,Morgan,Indiana,25863,5.2,3.1,5.5,9.2,11.7,23.8,11.7,17.5,4.7,7.6,62862,87745,24883,Middle
0500000US18127,Porter,Indiana,65305,4.3,1.4,7,8.5,11.7,18.1,14.6,20.7,7.1,6.6,72483,92719,20236,High
0500000US18141,St. Joseph,Indiana,105250,8.1,4.8,9.7,9.9,13.6,19.6,11.6,14.3,4.6,3.7,53456,74003,20547,Very Low
0500000US18157,Tippecanoe,Indiana,73916,9,3.8,13.1,9.6,15.2,17.4,10.6,13.5,3.7,4.1,49352,70167,20815,Very Low
0500000US18163,Vanderburgh,Indiana,75522,6,4.5,11.5,11.2,14.8,19.9,13,11.3,3.7,4,51350,72542,21192,Very Low
0500000US18167,Vigo,Indiana,42193,9.7,6.4,13.8,8.6,13.1,18.4,11.9,10.8,3.4,3.8,48013,65988,17975,Very Low
0500000US18177,Wayne,Indiana,27561,4.9,6.1,13.4,9.8,17.7,21.3,11.4,10.6,2.9,2,47944,61176,13232,Very Low
0500000US19013,Black Hawk,Iowa,51869,6.7,3.4,7.5,8.9,14.5,20.6,13.2,14.1,5.2,5.9,60506,83308,22802,Middle
0500000US19049,Dallas,Iowa,36878,1.1,2.2,5,3.7,8.4,17.4,15.6,23.2,10.3,13.1,94885,119627,24742,Very High
0500000US19061,Dubuque,Iowa,38345,6,4.5,7.7,7.9,13.2,19.6,14.6,16.7,4.6,5.3,62178,80313,18135,Middle
0500000US19103,Johnson,Iowa,60782,9,3.2,7.3,10,10.6,15,12.3,16.2,6.4,10.1,66011,99179,33168,High
0500000US19113,Linn,Iowa,93843,4.2,4.1,8.8,8.7,12.6,19.9,14.2,16.4,6.4,4.7,63559,80404,16845,Middle
0500000US19153,Polk,Iowa,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,21034,High
0500000US19155,Pottawattamie,Iowa,37344,5.2,5,7.9,11.8,12.3,18.8,16.5,14.7,3.9,3.9,60056,72350,12294,Middle
0500000US19163,Scott,Iowa,68534,5.3,4.1,9.2,7.3,12.6,18.3,12.1,17.3,5.9,7.9,65122,90210,25088,High
0500000US19169,Story,Iowa,39168,8.6,5.6,7.3,7.9,13.7,17.3,12.3,15.8,6.4,5.2,63107,79726,16619,Middle
0500000US19193,Woodbury,Iowa,39733,5.3,3.6,9.5,10.6,13.6,16.7,16.1,17.3,4.1,3.1,58945,71578,12633,Low
0500000US20015,Butler,Kansas,25004,4.4,4.9,6.7,9.3,14.5,18.8,14.6,17.8,4.1,5.1,61951,82866,20915,Middle
0500000US20045,Douglas,Kansas,48508,6,3.2,7.7,8.6,14.6,18.6,14.1,14.5,5.2,7.6,64233,84149,19916,Middle
0500000US20091,Johnson,Kansas,231960,1.9,2.3,4.4,5.7,7.7,16.4,16.6,19.6,11.1,14.3,91771,121929,30158,Very High
0500000US20103,Leavenworth,Kansas,27860,6,4.3,4.8,6,9.6,17.5,15.7,21.7,8.8,5.5,77070,89525,12455,Very High
0500000US20161,Riley,Kansas,25662,7,5.4,14.5,8.1,13.8,21.8,9.8,11.9,4.2,3.6,50920,66449,15529,Very Low
0500000US20173,Sedgwick,Kansas,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,78411,18695,Low
0500000US20177,Shawnee,Kansas,73172,5.3,2.6,8.1,10.3,15.7,20.6,13.3,14,5,5.2,59441,78471,19030,Low
0500000US20209,Wyandotte,Kansas,61248,8.8,6.1,10.8,12.3,15.5,18,12.7,10.7,3.3,1.8,46964,58167,11203,Very Low
0500000US21015,Boone,Kentucky,48770,3.2,2.8,6.4,6.5,11,19.7,12.9,22.4,8.7,6.4,76443,95188,18745,Very High
0500000US21029,Bullitt,Kentucky,30553,3.6,2.2,8.1,8.1,9.9,24.3,17.7,16.4,5.4,4.3,65560,80659,15099,High
0500000US21037,Campbell,Kentucky,38110,3.9,6.7,8,8.9,10.3,17.3,14.7,15.8,7.3,7.2,66439,90484,24045,High
0500000US21047,Christian,Kentucky,26209,12,5.8,10.1,9.6,14.4,20.1,13.6,8.2,3.1,3.1,47445,60690,13245,Very Low
0500000US21059,Daviess,Kentucky,40800,8,4.4,12.1,10.8,13.5,17.2,15.3,11.6,3.1,4,50964,71078,20114,Very Low
0500000US21067,Fayette,Kentucky,131929,6.6,3.7,10.1,8.9,12.5,18.9,12.3,14.2,6.4,6.4,58356,84149,25793,Low
0500000US21093,Hardin,Kentucky,42644,5.4,2.1,9.8,8.8,17.6,21.3,11.5,16.8,3.2,3.6,57463,72907,15444,Low
0500000US21111,Jefferson,Kentucky,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
0500000US21117,Kenton,Kentucky,65362,4.6,4.2,7.2,7.3,14,16.1,13,20,7.9,5.6,68849,89473,20624,High
0500000US21145,McCracken,Kentucky,28363,6.8,6.4,13.2,14.8,13,18.9,9,11.9,2.6,3.5,45084,69078,23994,Very Low
0500000US21151,Madison,Kentucky,34270,8.7,5.7,13.8,10.7,11.9,17.3,12.1,11.5,4.7,3.5,49421,68898,19477,Very Low
0500000US21185,Oldham,Kentucky,20761,2.6,0.4,7.2,2.4,8.4,15.6,13.8,21.3,11.9,16.4,97968,133900,35932,Very High
0500000US21227,Warren,Kentucky,50489,6.5,4.8,9.2,11.2,14.8,20.6,12.3,13.1,3.6,4,52645,74776,22131,Very Low
0500000US22005,Ascension,Louisiana,44267,3.8,3.1,6,7.6,9.6,13.2,14.7,19.8,12.7,9.7,85425,105975,20550,Very High
0500000US22015,Bossier,Louisiana,49735,6.1,6.2,12.8,9.9,15,16.4,13.3,11.5,4.3,4.5,49962,69729,19767,Very Low
0500000US22017,Caddo,Louisiana,92589,13.4,6.9,13,9.2,11,15.3,10.1,11.8,4.4,4.7,45537,69968,24431,Very Low
0500000US22019,Calcasieu,Louisiana,77232,10.3,4.6,12.1,10.2,11.3,15.3,11,14.1,5.8,5.2,51246,76975,25729,Very Low
0500000US22033,East Baton Rouge,Louisiana,161536,8.7,5.6,9.7,9.6,11.4,16.8,12,12.7,6.4,7.1,56451,82783,26332,Low
0500000US22045,Iberia,Louisiana,26185,12.1,2.5,15.1,7.7,11.5,19,11.9,15.2,2.9,2,50991,63066,12075,Very Low
0500000US22051,Jefferson,Louisiana,171991,6.2,4.8,9.9,11.2,12.7,18.7,12,14.7,5.1,4.8,56069,74204,18135,Low
0500000US22055,Lafayette,Louisiana,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,83575,23008,Middle
0500000US22057,Lafourche,Louisiana,36759,8.1,3.8,14,8.4,14.5,15.3,15.7,12.6,4.5,3.2,51339,68225,16886,Very Low
0500000US22063,Livingston,Louisiana,47014,9.8,2.9,8.1,7.2,11.4,17.2,12.2,23.2,4.8,3.3,62187,76802,14615,Middle
0500000US22071,Orleans,Louisiana,151753,16.5,5.8,11,8.9,10.2,15.1,8.6,10.9,5.3,7.7,45615,77676,32061,Very Low
0500000US22073,Ouachita,Louisiana,57835,13.8,6.7,11.2,11.8,13.7,16.7,9.9,7.9,4.4,3.8,41137,64077,22940,Very Low
0500000US22079,Rapides,Louisiana,48975,6.8,5.2,12.6,9,15.8,21.6,9.5,12.7,4.2,2.6,50490,68816,18326,Very Low
0500000US22097,St. Landry,Louisiana,30441,12.2,7.6,14.5,9,17.9,12.2,13.4,8.6,3.3,1.5,38681,53665,14984,Very Low
0500000US22103,St. Tammany,Louisiana,94988,4.9,4.3,7.7,8,11.9,17.1,14.7,16.5,6.8,8.1,69076,88518,19442,High
0500000US22105,Tangipahoa,Louisiana,46526,7.5,8.4,11.6,15.1,8.1,13.3,15.2,11.3,6,3.4,47825,65721,17896,Very Low
0500000US22109,Terrebonne,Louisiana,40173,10.3,2.8,14.6,10.6,13.1,13.7,10.5,13.3,7,4.1,48446,73594,25148,Very Low
0500000US23001,Androscoggin,Maine,45924,3.4,4.5,7.5,9.6,17.1,16.5,15.9,15,7.3,3.2,63813,77447,13634,Middle
0500000US23003,Aroostook,Maine,30197,8.8,9.2,15.3,13.4,12.6,18.8,11.3,5.7,2.2,2.6,38768,52681,13913,Very Low
0500000US23005,Cumberland,Maine,124925,4.6,2.5,6.5,8.2,9.9,17.7,13.5,17.5,9,10.7,76059,102890,26831,Very High
0500000US23011,Kennebec,Maine,54480,6.3,5.1,9.5,9.1,15.5,17.5,14.7,14.6,3.5,4.2,55389,73143,17754,Low
0500000US23019,Penobscot,Maine,64096,3.7,6,13,10.3,16.5,17,12,13.2,4.6,3.7,50449,69161,18712,Very Low
0500000US23031,York,Maine,86227,3.7,2.7,8.6,8.8,12.7,19.2,15.3,17.8,6.1,5.3,66648,83215,16567,High
0500000US24001,Allegany,Maryland,26549,8.8,5.8,11.2,11.9,13.2,19.7,14.1,10,3.7,1.7,48867,59856,10989,Very Low
0500000US24003,Anne Arundel,Maryland,216200,2.1,1.3,4,4.8,6.6,15.9,14.3,21.2,13.4,16.5,101147,130006,28859,Very High
0500000US24005,Baltimore,Maryland,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,104484,27126,Very High
0500000US24009,Calvert,Maryland,32780,4.6,1.8,2.6,3.7,7.2,9.7,12.6,26,15.5,16.3,112380,126581,14201,Very High
0500000US24013,Carroll,Maryland,60617,1.9,1.7,5.1,5.9,7.8,13.3,12.4,26.6,11.8,13.5,103014,119439,16425,Very High
0500000US24015,Cecil,Maryland,38547,5.9,3.3,8.6,8.6,7.5,15.1,16.9,17.5,10.1,6.5,76441,92059,15618,Very High
0500000US24017,Charles,Maryland,57732,3,1.3,2.4,3.8,8,14.2,13.6,26.2,13.7,13.9,103932,124336,20404,Very High
0500000US24021,Frederick,Maryland,93768,1.8,2.1,3.4,4.8,8.9,13.8,13,25,13.4,13.8,103516,122496,18980,Very High
0500000US24025,Harford,Maryland,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High
0500000US24027,Howard,Maryland,115772,3.4,1,4.1,3.5,5.7,10.3,11.7,20.6,13.7,26,121618,155431,33813,Very High
0500000US24031,Montgomery,Maryland,368897,3.4,2.1,4,5.2,6.2,12.2,12.1,18.4,12.5,23.9,110389,150841,40452,Very High
0500000US24033,Prince George's,Maryland,316361,4.2,2,4.6,5.8,9.5,17,15.3,21,10.7,9.9,86290,102569,16279,Very High
0500000US24037,St. Mary's,Maryland,40320,4.8,2,7,3.6,8.7,15.6,14,18.3,14.2,11.8,87947,113054,25107,Very High
0500000US24043,Washington,Maryland,56225,5.1,5.3,10.1,9.2,12.7,17.7,11.9,16,6.8,5.3,59140,78594,19454,Low
0500000US24045,Wicomico,Maryland,38088,5.1,2.9,11.2,12.1,12.2,18.6,12.6,15.9,4.2,5.1,54402,76908,22506,Very Low
0500000US24510,Baltimore city,Maryland,242694,12.3,5.4,8.6,10.6,13.1,15.1,10.1,13.5,4.7,6.8,50177,75522,25345,Very Low
0500000US25001,Barnstable,Massachusetts,96509,3.1,2.3,5,6,10.6,17.1,13.9,21.6,9.9,10.7,85042,111887,26845,Very High
0500000US25003,Berkshire,Massachusetts,53792,4.4,5.5,10.4,8.8,11.9,19.2,11,14.7,8.2,6,58895,83502,24607,Low
0500000US25005,Bristol,Massachusetts,220528,6.3,4.7,9.2,7.7,10.5,14.1,12,17.7,9.4,8.3,70402,91524,21122,High
0500000US25009,Essex,Massachusetts,297898,4.3,3.8,7.3,6.2,9,14.1,13.7,16.4,10.1,15.1,83810,115702,31892,Very High
0500000US25011,Franklin,Massachusetts,30927,3.3,5.2,11.7,8.9,11.6,21.2,10.8,16.1,6.9,4.3,60018,78555,18537,Middle
0500000US25013,Hampden,Massachusetts,179970,7.1,6.5,9.7,8.8,11.1,16.6,11.2,16.5,6.4,6,60161,81547,21386,Middle
0500000US25015,Hampshire,Massachusetts,60002,5.1,2.8,8.5,6.3,11,16.5,13.9,19,8.9,8,74778,93705,18927,High
0500000US25017,Middlesex,Massachusetts,612366,4,2.7,4.6,4.5,7.2,12.5,11.3,19,13,21.3,107056,142727,35671,Very High
0500000US25021,Norfolk,Massachusetts,269717,4.1,2.7,5.4,4.1,7.5,11.4,11.2,20.5,12.9,20.3,107361,143929,36568,Very High
0500000US25023,Plymouth,Massachusetts,191041,3.7,3.7,5.4,6.1,7.6,14.9,12.9,19.9,11.1,14.6,90880,120462,29582,Very High
0500000US25025,Suffolk,Massachusetts,309945,9.4,5.4,6.5,5.9,8,13.3,10.5,15.2,10.9,14.9,77558,116061,38503,Very High
0500000US25027,Worcester,Massachusetts,316162,4.8,4.1,6.5,7.4,10,15.1,12.8,18.4,10.4,10.6,78345,101636,23291,Very High
0500000US26005,Allegan,Michigan,43667,4.1,3,8.4,9.2,12.5,20,16.2,19.2,3.9,3.5,66278,78236,11958,High
0500000US26017,Bay,Michigan,44887,7.3,3.7,9.1,12.5,18,15.9,13.3,12.1,4.9,3.2,49610,67223,17613,Very Low
0500000US26021,Berrien,Michigan,61809,7.1,3.4,12.2,10.6,16.6,15.4,10.1,14.2,5.8,4.7,50153,76451,26298,Very Low
0500000US26025,Calhoun,Michigan,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,68474,19419,Very Low
0500000US26037,Clinton,Michigan,30070,5.4,1.5,6.3,9.4,12.4,18.4,11.9,17.4,9.8,7.6,69651,90001,20350,High
0500000US26045,Eaton,Michigan,44420,2.6,2.8,6.8,8.7,13.9,22.2,14.7,17.7,6.3,4.2,65409,83245,17836,High
0500000US26049,Genesee,Michigan,169247,8.6,4.9,9.8,10.9,15.3,19.1,12,11.6,4.2,3.4,50389,67405,17016,Very Low
0500000US26055,Grand Traverse,Michigan,37408,2.9,1.4,9.7,9.4,14.1,19.6,16.9,14.2,5,6.9,65266,89263,23997,High
0500000US26065,Ingham,Michigan,114534,7.3,4.6,10.4,10.6,13.7,18,11.6,13.8,5.2,4.8,54395,73701,19306,Very Low
0500000US26073,Isabella,Michigan,24690,11.5,6.2,12.1,11.9,12.4,17.3,11.7,9.7,4,3.1,45201,62070,16869,Very Low
0500000US26075,Jackson,Michigan,61403,7.1,5.4,8.9,10,14.6,16.7,16.6,12,5.2,3.5,55124,72708,17584,Low
0500000US26077,Kalamazoo,Michigan,103196,7.9,3.8,7,11.1,13.8,18.4,14.6,11.3,6.4,5.8,56441,79173,22732,Low
0500000US26081,Kent,Michigan,245437,4.3,3.4,8,8.1,13.1,19.3,14.6,17.1,6.1,6.1,66532,87827,21295,High
0500000US26087,Lapeer,Michigan,33902,5.4,3,7.9,5.9,14.8,19.2,16,15.9,7.8,4.1,66263,81767,15504,High
0500000US26091,Lenawee,Michigan,38499,6.5,2.7,8.4,12.8,16.2,20.4,11.9,13.6,3.8,3.8,53865,69443,15578,Very Low
0500000US26093,Livingston,Michigan,73502,1.9,1.7,6.1,6,9.8,17.3,14.4,21.9,10.3,10.4,86512,108976,22464,Very High
0500000US26099,Macomb,Michigan,351666,4.4,3.4,7.9,9.8,12.2,19.4,14.4,17.3,6.5,4.5,64947,80511,15564,Middle
0500000US26103,Marquette,Michigan,27981,4,4.2,9.2,8.8,17.4,23.2,14.6,12.4,2.9,3.2,55148,68330,13182,Low
0500000US26111,Midland,Michigan,34350,5.4,3.9,6.7,7.4,13.3,17.5,15.8,14.9,7.8,7.3,69872,91373,21501,High
0500000US26115,Monroe,Michigan,60875,5.1,3.6,9.5,9.9,10.7,19,13,18.2,6.2,4.6,62839,82402,19563,Middle
0500000US26121,Muskegon,Michigan,66148,5.5,5.3,11.8,11.8,15.2,19.7,14.1,11.1,2.9,2.7,50366,66691,16325,Very Low
0500000US26125,Oakland,Michigan,508464,3.8,3.2,6.3,7.1,9.7,15.9,13.8,17.9,9.7,12.7,81190,111724,30534,Very High
0500000US26139,Ottawa,Michigan,105004,3.2,1.9,8.1,6.7,13,20.6,14.9,17.8,8.2,5.5,68817,88831,20014,High
0500000US26145,Saginaw,Michigan,79050,6.9,4.5,11.7,12.8,16.1,18,10.9,11.6,4.3,3.3,48303,70446,22143,Very Low
0500000US26147,St. Clair,Michigan,63806,4.9,4.5,7.8,11.7,12.8,18.2,13,16.7,6.5,4,59837,76638,16801,Low
0500000US26155,Shiawassee,Michigan,26830,4.8,4.9,9.3,9.8,15.1,18.9,15.6,14.3,5.5,1.7,55249,70485,15236,Low
0500000US26159,Van Buren,Michigan,30974,4.9,3,9.5,13.2,12.6,18.4,18.7,13.1,4,2.7,60549,70135,9586,Middle
0500000US26161,Washtenaw,Michigan,141680,5.7,3.9,5.6,7.3,9.2,17.4,13.2,16.7,8.6,12.4,76576,107685,31109,Very High
0500000US26163,Wayne,Michigan,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
0500000US27003,Anoka,Minnesota,131858,2.3,1.9,5.4,5.5,10.2,17.8,17.1,21.8,10,8.1,83353,101333,17980,Very High
0500000US27013,Blue Earth,Minnesota,26461,7,3.5,8.6,6.9,14.8,18.2,16.7,16.3,5.2,2.8,61133,75171,14038,Middle
0500000US27019,Carver,Minnesota,38860,2.2,2.2,4.2,5.1,8.1,13.5,13,21.5,12.4,17.9,101434,127548,26114,Very High
0500000US27035,Crow Wing,Minnesota,28012,5.7,3.6,9.2,9.5,12.4,22.7,14.2,14.7,4.3,3.8,60534,74086,13552,Middle
0500000US27037,Dakota,Minnesota,162895,3.5,1.9,4.7,6,10.3,15.7,13.6,22.4,10.6,11.5,88864,109318,20454,Very High
0500000US27053,Hennepin,Minnesota,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
0500000US27109,Olmsted,Minnesota,65635,2.3,2.5,5.7,7.5,11.6,17.7,12.5,19.6,9.7,10.8,80096,106347,26251,Very High
0500000US27123,Ramsey,Minnesota,206124,5.4,3.5,6.9,7.6,13,17.7,12.9,18.2,7.6,7,68871,90789,21918,High
0500000US27131,Rice,Minnesota,22861,4.2,4.7,6.1,6,12,17.5,18,17.9,6.7,6.8,72469,94139,21670,High
0500000US27137,St. Louis,Minnesota,86448,6.9,4.8,9.5,7.4,12.5,20.3,12.7,17.2,4.6,4.1,60434,74937,14503,Middle
0500000US27139,Scott,Minnesota,51474,1.2,2.1,2.8,5,9.7,13.4,11.2,23.3,13.9,17.4,108761,132258,23497,Very High
0500000US27141,Sherburne,Minnesota,32686,2.4,1.6,4.5,4.4,7.7,18.2,13.3,28.8,8.9,10.1,96210,112341,16131,Very High
0500000US27145,Stearns,Minnesota,59776,3.6,4.1,7.4,9.7,11.5,20.6,15.5,15.6,7.7,4.2,66558,82412,15854,High
0500000US27163,Washington,Minnesota,97059,3.1,1.8,4.4,4.4,7.5,14.5,13.9,23.3,12.5,14.6,100596,131166,30570,Very High
0500000US27171,Wright,Minnesota,49443,2.9,2.6,3.5,3.8,9.9,17.1,14.8,25.9,12.5,7.1,91707,104504,12797,Very High
0500000US28033,DeSoto,Mississippi,65220,2.5,2.8,8.3,8.6,13.1,20.2,16,16.6,7.8,4,66078,82611,16533,High
0500000US28035,Forrest,Mississippi,27340,9.5,8.7,11.4,15.7,15.9,19,6.5,7.5,2.9,3,39063,57488,18425,Very Low
0500000US28047,Harrison,Mississippi,74628,8.4,4.6,13.4,11.1,12.4,18.9,10.7,13.7,3.8,3.1,50119,65457,15338,Very Low
0500000US28049,Hinds,Mississippi,88471,9.1,5.7,13.7,9.9,15.5,20.5,9.8,9.6,3.5,2.8,44964,61797,16833,Very Low
0500000US28059,Jackson,Mississippi,56323,3.7,4.6,10,13.5,15.1,16.9,14.1,13.3,4.5,4.1,52476,76123,23647,Very Low
0500000US28067,Jones,Mississippi,24178,10.5,5.5,19.6,10.5,11.8,19.4,6.4,10.1,3.2,2.9,37594,60497,22903,Very Low
0500000US28075,Lauderdale,Mississippi,29367,12.2,7.9,15.9,12.2,11.3,15.7,9.4,10.8,1.5,3.1,37497,60357,22860,Very Low
0500000US28081,Lee,Mississippi,30378,6.2,5.3,11.4,11.2,16.2,16.9,12.6,10,4.3,5.9,49715,74109,24394,Very Low
0500000US28089,Madison,Mississippi,40046,3.9,1.5,9.5,9.4,14,15.2,11.9,15.7,10.9,8,68171,96063,27892,High
0500000US28121,Rankin,Mississippi,57011,3.3,3.2,9.1,8.3,10.3,22.4,14.6,17,6.7,5,67012,82605,15593,High
0500000US29019,Boone,Missouri,70721,8.4,3.6,9.6,8.7,13.7,16.7,14.1,13.5,5.1,6.6,57013,77332,20319,Low
0500000US29021,Buchanan,Missouri,33984,7.7,5.8,15,11.2,12.1,18.7,11.8,12,2.5,3.1,46922,62181,15259,Very Low
0500000US29031,Cape Girardeau,Missouri,31335,4.9,6.3,10.1,10.4,12.3,19.7,15.1,13.5,3.6,4.3,57908,76207,18299,Low
0500000US29037,Cass,Missouri,40544,1.5,5.6,8.8,5.4,11.3,18.2,16.3,19.5,7.6,5.7,72819,89307,16488,High
0500000US29043,Christian,Missouri,33227,4.4,6.4,8.1,10.1,11.8,18.3,15.2,15,5.7,5.1,62765,78788,16023,Middle
0500000US29047,Clay,Missouri,93066,3.2,2.2,7,8.2,14.6,18.6,14,20.3,7.5,4.5,70253,85262,15009,High
0500000US29051,Cole,Missouri,31437,7.3,4.1,7.8,6.4,12.6,23.1,14.6,17.6,2.8,3.6,61371,76584,15213,Middle
0500000US29071,Franklin,Missouri,42161,3.4,4.2,6.7,10.3,16.2,18.4,18.8,14.5,4.5,3.1,60953,74262,13309,Middle
0500000US29077,Greene,Missouri,133900,9.2,3.9,14.2,12.4,15,18.8,10.5,10.3,3.3,2.4,43752,63870,20118,Very Low
0500000US29095,Jackson,Missouri,292571,7.3,3.9,10.2,8.8,13,18.7,12.8,15,5.7,4.5,57936,75915,17979,Low
0500000US29097,Jasper,Missouri,45019,7.9,7.4,11.1,13.3,14.6,21.3,9.9,9.1,3,2.5,45010,60613,15603,Very Low
0500000US29099,Jefferson,Missouri,83841,3.4,2.2,8.2,9.7,12.4,19.1,17.3,16.9,7.5,3.3,69009,79374,10365,High
0500000US29165,Platte,Missouri,40332,2.1,2.6,4.7,9.1,13,14.8,13.1,20.6,10,9.9,81712,100478,18766,Very High
0500000US29183,St. Charles,Missouri,150668,2.1,1.7,4.6,4.8,11.1,16,16.1,23.2,9.8,10.6,89146,106947,17801,Very High
0500000US29187,St. Francois,Missouri,24021,6.6,7.3,12.3,11.9,18.1,18.1,12.9,8.8,2.2,1.9,42390,59361,16971,Very Low
