id,county,state,total_income,estimate_households,mean_income,median_income,disparity_value
0500000US28035,Forrest County, Mississippi,"25,000-34,999",15.7,39063,57488,18425
0500000US28035,Forrest County, Mississippi,"35,000-49,999",15.9,39063,57488,18425
0500000US28035,Forrest County, Mississippi,"50,000-74,999",19,39063,57488,18425
0500000US28035,Forrest County, Mississippi,"75,000-99,999",6.5,39063,57488,18425
0500000US28035,Forrest County, Mississippi,"100,000-149,999",7.5,39063,57488,18425
0500000US28035,Forrest County, Mississippi,"150,000-199,999",2.9,39063,57488,18425
0500000US28035,Forrest County, Mississippi,"200,000+",3,39063,57488,18425
0500000US28047,Harrison County, Mississippi,"0-10,000",8.4,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"10,000-14,999",4.6,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"15,000-24,999",13.4,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"25,000-34,999",11.1,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"35,000-49,999",12.4,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"50,000-74,999",18.9,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"75,000-99,999",10.7,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"100,000-149,999",13.7,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"150,000-199,999",3.8,50119,65457,15338
0500000US28047,Harrison County, Mississippi,"200,000+",3.1,50119,65457,15338
0500000US28049,Hinds County, Mississippi,"0-10,000",9.1,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"10,000-14,999",5.7,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"15,000-24,999",13.7,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"25,000-34,999",9.9,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"35,000-49,999",15.5,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"50,000-74,999",20.5,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"75,000-99,999",9.8,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"100,000-149,999",9.6,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"150,000-199,999",3.5,44964,61797,16833
0500000US28049,Hinds County, Mississippi,"200,000+",2.8,44964,61797,16833
0500000US28059,Jackson County, Mississippi,"0-10,000",3.7,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"10,000-14,999",4.6,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"15,000-24,999",10,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"25,000-34,999",13.5,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"35,000-49,999",15.1,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"50,000-74,999",16.9,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"75,000-99,999",14.1,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"100,000-149,999",13.3,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"150,000-199,999",4.5,52476,76123,23647
0500000US28059,Jackson County, Mississippi,"200,000+",4.1,52476,76123,23647
0500000US28067,Jones County, Mississippi,"0-10,000",10.5,37594,60497,22903
0500000US28067,Jones County, Mississippi,"10,000-14,999",5.5,37594,60497,22903
0500000US28067,Jones County, Mississippi,"15,000-24,999",19.6,37594,60497,22903
0500000US28067,Jones County, Mississippi,"25,000-34,999",10.5,37594,60497,22903
0500000US28067,Jones County, Mississippi,"35,000-49,999",11.8,37594,60497,22903
0500000US28067,Jones County, Mississippi,"50,000-74,999",19.4,37594,60497,22903
0500000US28067,Jones County, Mississippi,"75,000-99,999",6.4,37594,60497,22903
0500000US28067,Jones County, Mississippi,"100,000-149,999",10.1,37594,60497,22903
0500000US28067,Jones County, Mississippi,"150,000-199,999",3.2,37594,60497,22903
0500000US28067,Jones County, Mississippi,"200,000+",2.9,37594,60497,22903
0500000US28075,Lauderdale County, Mississippi,"0-10,000",12.2,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"10,000-14,999",7.9,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"15,000-24,999",15.9,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"25,000-34,999",12.2,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"35,000-49,999",11.3,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"50,000-74,999",15.7,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"75,000-99,999",9.4,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"100,000-149,999",10.8,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"150,000-199,999",1.5,37497,60357,22860
0500000US28075,Lauderdale County, Mississippi,"200,000+",3.1,37497,60357,22860
0500000US28081,Lee County, Mississippi,"0-10,000",6.2,49715,74109,24394
0500000US28081,Lee County, Mississippi,"10,000-14,999",5.3,49715,74109,24394
0500000US28081,Lee County, Mississippi,"15,000-24,999",11.4,49715,74109,24394
0500000US28081,Lee County, Mississippi,"25,000-34,999",11.2,49715,74109,24394
0500000US28081,Lee County, Mississippi,"35,000-49,999",16.2,49715,74109,24394
0500000US28081,Lee County, Mississippi,"50,000-74,999",16.9,49715,74109,24394
0500000US28081,Lee County, Mississippi,"75,000-99,999",12.6,49715,74109,24394
0500000US28081,Lee County, Mississippi,"100,000-149,999",10,49715,74109,24394
0500000US28081,Lee County, Mississippi,"150,000-199,999",4.3,49715,74109,24394
0500000US28081,Lee County, Mississippi,"200,000+",5.9,49715,74109,24394
0500000US28089,Madison County, Mississippi,"0-10,000",3.9,68171,96063,27892
0500000US28089,Madison County, Mississippi,"10,000-14,999",1.5,68171,96063,27892
0500000US28089,Madison County, Mississippi,"15,000-24,999",9.5,68171,96063,27892
0500000US28089,Madison County, Mississippi,"25,000-34,999",9.4,68171,96063,27892
0500000US28089,Madison County, Mississippi,"35,000-49,999",14,68171,96063,27892
0500000US28089,Madison County, Mississippi,"50,000-74,999",15.2,68171,96063,27892
0500000US28089,Madison County, Mississippi,"75,000-99,999",11.9,68171,96063,27892
0500000US28089,Madison County, Mississippi,"100,000-149,999",15.7,68171,96063,27892
0500000US28089,Madison County, Mississippi,"150,000-199,999",10.9,68171,96063,27892
0500000US28089,Madison County, Mississippi,"200,000+",8,68171,96063,27892
0500000US28121,Rankin County, Mississippi,"0-10,000",3.3,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"10,000-14,999",3.2,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"15,000-24,999",9.1,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"25,000-34,999",8.3,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"35,000-49,999",10.3,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"50,000-74,999",22.4,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"75,000-99,999",14.6,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"100,000-149,999",17,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"150,000-199,999",6.7,67012,82605,15593
0500000US28121,Rankin County, Mississippi,"200,000+",5,67012,82605,15593
0500000US29019,Boone County, Missouri,"0-10,000",8.4,57013,77332,20319
0500000US29019,Boone County, Missouri,"10,000-14,999",3.6,57013,77332,20319
0500000US29019,Boone County, Missouri,"15,000-24,999",9.6,57013,77332,20319
0500000US29019,Boone County, Missouri,"25,000-34,999",8.7,57013,77332,20319
0500000US29019,Boone County, Missouri,"35,000-49,999",13.7,57013,77332,20319
0500000US29019,Boone County, Missouri,"50,000-74,999",16.7,57013,77332,20319
0500000US29019,Boone County, Missouri,"75,000-99,999",14.1,57013,77332,20319
0500000US29019,Boone County, Missouri,"100,000-149,999",13.5,57013,77332,20319
0500000US29019,Boone County, Missouri,"150,000-199,999",5.1,57013,77332,20319
0500000US29019,Boone County, Missouri,"200,000+",6.6,57013,77332,20319
0500000US29021,Buchanan County, Missouri,"0-10,000",7.7,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"10,000-14,999",5.8,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"15,000-24,999",15,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"25,000-34,999",11.2,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"35,000-49,999",12.1,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"50,000-74,999",18.7,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"75,000-99,999",11.8,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"100,000-149,999",12,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"150,000-199,999",2.5,46922,62181,15259
0500000US29021,Buchanan County, Missouri,"200,000+",3.1,46922,62181,15259
0500000US29031,Cape Girardeau County, Missouri,"0-10,000",4.9,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"10,000-14,999",6.3,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"15,000-24,999",10.1,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"25,000-34,999",10.4,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"35,000-49,999",12.3,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"50,000-74,999",19.7,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"75,000-99,999",15.1,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"100,000-149,999",13.5,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"150,000-199,999",3.6,57908,76207,18299
0500000US29031,Cape Girardeau County, Missouri,"200,000+",4.3,57908,76207,18299
0500000US29037,Cass County, Missouri,"0-10,000",1.5,72819,89307,16488
0500000US29037,Cass County, Missouri,"10,000-14,999",5.6,72819,89307,16488
0500000US29037,Cass County, Missouri,"15,000-24,999",8.8,72819,89307,16488
0500000US29037,Cass County, Missouri,"25,000-34,999",5.4,72819,89307,16488
0500000US29037,Cass County, Missouri,"35,000-49,999",11.3,72819,89307,16488
0500000US29037,Cass County, Missouri,"50,000-74,999",18.2,72819,89307,16488
0500000US29037,Cass County, Missouri,"75,000-99,999",16.3,72819,89307,16488
0500000US29037,Cass County, Missouri,"100,000-149,999",19.5,72819,89307,16488
0500000US29037,Cass County, Missouri,"150,000-199,999",7.6,72819,89307,16488
0500000US29037,Cass County, Missouri,"200,000+",5.7,72819,89307,16488
0500000US29043,Christian County, Missouri,"0-10,000",4.4,62765,78788,16023
0500000US29043,Christian County, Missouri,"10,000-14,999",6.4,62765,78788,16023
0500000US29043,Christian County, Missouri,"15,000-24,999",8.1,62765,78788,16023
0500000US29043,Christian County, Missouri,"25,000-34,999",10.1,62765,78788,16023
0500000US29043,Christian County, Missouri,"35,000-49,999",11.8,62765,78788,16023
0500000US29043,Christian County, Missouri,"50,000-74,999",18.3,62765,78788,16023
0500000US29043,Christian County, Missouri,"75,000-99,999",15.2,62765,78788,16023
0500000US29043,Christian County, Missouri,"100,000-149,999",15,62765,78788,16023
0500000US29043,Christian County, Missouri,"150,000-199,999",5.7,62765,78788,16023
0500000US29043,Christian County, Missouri,"200,000+",5.1,62765,78788,16023
0500000US29047,Clay County, Missouri,"0-10,000",3.2,70253,85262,15009
0500000US29047,Clay County, Missouri,"10,000-14,999",2.2,70253,85262,15009
0500000US29047,Clay County, Missouri,"15,000-24,999",7,70253,85262,15009
0500000US29047,Clay County, Missouri,"25,000-34,999",8.2,70253,85262,15009
0500000US29047,Clay County, Missouri,"35,000-49,999",14.6,70253,85262,15009
0500000US29047,Clay County, Missouri,"50,000-74,999",18.6,70253,85262,15009
0500000US29047,Clay County, Missouri,"75,000-99,999",14,70253,85262,15009
0500000US29047,Clay County, Missouri,"100,000-149,999",20.3,70253,85262,15009
0500000US29047,Clay County, Missouri,"150,000-199,999",7.5,70253,85262,15009
0500000US29047,Clay County, Missouri,"200,000+",4.5,70253,85262,15009
0500000US29051,Cole County, Missouri,"0-10,000",7.3,61371,76584,15213
0500000US29051,Cole County, Missouri,"10,000-14,999",4.1,61371,76584,15213
0500000US29051,Cole County, Missouri,"15,000-24,999",7.8,61371,76584,15213
0500000US29051,Cole County, Missouri,"25,000-34,999",6.4,61371,76584,15213
0500000US29051,Cole County, Missouri,"35,000-49,999",12.6,61371,76584,15213
0500000US29051,Cole County, Missouri,"50,000-74,999",23.1,61371,76584,15213
0500000US29051,Cole County, Missouri,"75,000-99,999",14.6,61371,76584,15213
0500000US29051,Cole County, Missouri,"100,000-149,999",17.6,61371,76584,15213
0500000US29051,Cole County, Missouri,"150,000-199,999",2.8,61371,76584,15213
0500000US29051,Cole County, Missouri,"200,000+",3.6,61371,76584,15213
0500000US29071,Franklin County, Missouri,"0-10,000",3.4,60953,74262,13309
0500000US29071,Franklin County, Missouri,"10,000-14,999",4.2,60953,74262,13309
0500000US29071,Franklin County, Missouri,"15,000-24,999",6.7,60953,74262,13309
0500000US29071,Franklin County, Missouri,"25,000-34,999",10.3,60953,74262,13309
0500000US29071,Franklin County, Missouri,"35,000-49,999",16.2,60953,74262,13309
0500000US29071,Franklin County, Missouri,"50,000-74,999",18.4,60953,74262,13309
0500000US29071,Franklin County, Missouri,"75,000-99,999",18.8,60953,74262,13309
0500000US29071,Franklin County, Missouri,"100,000-149,999",14.5,60953,74262,13309
0500000US29071,Franklin County, Missouri,"150,000-199,999",4.5,60953,74262,13309
0500000US29071,Franklin County, Missouri,"200,000+",3.1,60953,74262,13309
0500000US29077,Greene County, Missouri,"0-10,000",9.2,43752,63870,20118
0500000US29077,Greene County, Missouri,"10,000-14,999",3.9,43752,63870,20118
0500000US29077,Greene County, Missouri,"15,000-24,999",14.2,43752,63870,20118
0500000US29077,Greene County, Missouri,"25,000-34,999",12.4,43752,63870,20118
0500000US29077,Greene County, Missouri,"35,000-49,999",15,43752,63870,20118
0500000US29077,Greene County, Missouri,"50,000-74,999",18.8,43752,63870,20118
0500000US29077,Greene County, Missouri,"75,000-99,999",10.5,43752,63870,20118
0500000US29077,Greene County, Missouri,"100,000-149,999",10.3,43752,63870,20118
0500000US29077,Greene County, Missouri,"150,000-199,999",3.3,43752,63870,20118
0500000US29077,Greene County, Missouri,"200,000+",2.4,43752,63870,20118
0500000US29095,Jackson County, Missouri,"0-10,000",7.3,57936,75915,17979
0500000US29095,Jackson County, Missouri,"10,000-14,999",3.9,57936,75915,17979
0500000US29095,Jackson County, Missouri,"15,000-24,999",10.2,57936,75915,17979
0500000US29095,Jackson County, Missouri,"25,000-34,999",8.8,57936,75915,17979
0500000US29095,Jackson County, Missouri,"35,000-49,999",13,57936,75915,17979
0500000US29095,Jackson County, Missouri,"50,000-74,999",18.7,57936,75915,17979
0500000US29095,Jackson County, Missouri,"75,000-99,999",12.8,57936,75915,17979
0500000US29095,Jackson County, Missouri,"100,000-149,999",15,57936,75915,17979
0500000US29095,Jackson County, Missouri,"150,000-199,999",5.7,57936,75915,17979
0500000US29095,Jackson County, Missouri,"200,000+",4.5,57936,75915,17979
0500000US29097,Jasper County, Missouri,"0-10,000",7.9,45010,60613,15603
0500000US29097,Jasper County, Missouri,"10,000-14,999",7.4,45010,60613,15603
0500000US29097,Jasper County, Missouri,"15,000-24,999",11.1,45010,60613,15603
0500000US29097,Jasper County, Missouri,"25,000-34,999",13.3,45010,60613,15603
0500000US29097,Jasper County, Missouri,"35,000-49,999",14.6,45010,60613,15603
0500000US29097,Jasper County, Missouri,"50,000-74,999",21.3,45010,60613,15603
0500000US29097,Jasper County, Missouri,"75,000-99,999",9.9,45010,60613,15603
0500000US29097,Jasper County, Missouri,"100,000-149,999",9.1,45010,60613,15603
0500000US29097,Jasper County, Missouri,"150,000-199,999",3,45010,60613,15603
0500000US29097,Jasper County, Missouri,"200,000+",2.5,45010,60613,15603
0500000US29099,Jefferson County, Missouri,"0-10,000",3.4,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"10,000-14,999",2.2,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"15,000-24,999",8.2,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"25,000-34,999",9.7,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"35,000-49,999",12.4,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"50,000-74,999",19.1,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"75,000-99,999",17.3,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"100,000-149,999",16.9,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"150,000-199,999",7.5,69009,79374,10365
0500000US29099,Jefferson County, Missouri,"200,000+",3.3,69009,79374,10365
0500000US29165,Platte County, Missouri,"0-10,000",2.1,81712,100478,18766
0500000US29165,Platte County, Missouri,"10,000-14,999",2.6,81712,100478,18766
0500000US29165,Platte County, Missouri,"15,000-24,999",4.7,81712,100478,18766
0500000US29165,Platte County, Missouri,"25,000-34,999",9.1,81712,100478,18766
0500000US29165,Platte County, Missouri,"35,000-49,999",13,81712,100478,18766
0500000US29165,Platte County, Missouri,"50,000-74,999",14.8,81712,100478,18766
0500000US29165,Platte County, Missouri,"75,000-99,999",13.1,81712,100478,18766
0500000US29165,Platte County, Missouri,"100,000-149,999",20.6,81712,100478,18766
0500000US29165,Platte County, Missouri,"150,000-199,999",10,81712,100478,18766
0500000US29165,Platte County, Missouri,"200,000+",9.9,81712,100478,18766
0500000US29183,St. Charles County, Missouri,"0-10,000",2.1,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"10,000-14,999",1.7,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"15,000-24,999",4.6,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"25,000-34,999",4.8,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"35,000-49,999",11.1,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"50,000-74,999",16,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"75,000-99,999",16.1,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"100,000-149,999",23.2,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"150,000-199,999",9.8,89146,106947,17801
0500000US29183,St. Charles County, Missouri,"200,000+",10.6,89146,106947,17801
0500000US29187,St. Francois County, Missouri,"0-10,000",6.6,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"10,000-14,999",7.3,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"15,000-24,999",12.3,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"25,000-34,999",11.9,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"35,000-49,999",18.1,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"50,000-74,999",18.1,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"75,000-99,999",12.9,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"100,000-149,999",8.8,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"150,000-199,999",2.2,42390,59361,16971
0500000US29187,St. Francois County, Missouri,"200,000+",1.9,42390,59361,16971
0500000US29189,St. Louis County, Missouri,"0-10,000",5,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"10,000-14,999",2.8,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"15,000-24,999",7.7,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"25,000-34,999",7.8,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"35,000-49,999",11.9,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"50,000-74,999",17.7,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"75,000-99,999",12.6,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"100,000-149,999",16.1,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"150,000-199,999",7.8,70022,103189,33167
0500000US29189,St. Louis County, Missouri,"200,000+",10.6,70022,103189,33167
0500000US29510,St. Louis city, Missouri,"0-10,000",11.7,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"10,000-14,999",7.8,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"15,000-24,999",9.5,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"25,000-34,999",10.3,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"35,000-49,999",12.9,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"50,000-74,999",18.8,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"75,000-99,999",10.7,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"100,000-149,999",9.7,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"150,000-199,999",4.7,47176,64422,17246
0500000US29510,St. Louis city, Missouri,"200,000+",3.9,47176,64422,17246
0500000US30013,Cascade County, Montana,"0-10,000",6.7,51227,64362,13135
0500000US30013,Cascade County, Montana,"10,000-14,999",6,51227,64362,13135
0500000US30013,Cascade County, Montana,"15,000-24,999",12.5,51227,64362,13135
0500000US30013,Cascade County, Montana,"25,000-34,999",8.2,51227,64362,13135
0500000US30013,Cascade County, Montana,"35,000-49,999",15,51227,64362,13135
0500000US30013,Cascade County, Montana,"50,000-74,999",20.2,51227,64362,13135
0500000US30013,Cascade County, Montana,"75,000-99,999",14,51227,64362,13135
0500000US30013,Cascade County, Montana,"100,000-149,999",11.8,51227,64362,13135
0500000US30013,Cascade County, Montana,"150,000-199,999",2.7,51227,64362,13135
0500000US30013,Cascade County, Montana,"200,000+",2.8,51227,64362,13135
0500000US30029,Flathead County, Montana,"0-10,000",3.2,62588,78594,16006
0500000US30029,Flathead County, Montana,"10,000-14,999",4.5,62588,78594,16006
0500000US30029,Flathead County, Montana,"15,000-24,999",6.1,62588,78594,16006
0500000US30029,Flathead County, Montana,"25,000-34,999",9.8,62588,78594,16006
0500000US30029,Flathead County, Montana,"35,000-49,999",17,62588,78594,16006
0500000US30029,Flathead County, Montana,"50,000-74,999",20.7,62588,78594,16006
0500000US30029,Flathead County, Montana,"75,000-99,999",14.9,62588,78594,16006
0500000US30029,Flathead County, Montana,"100,000-149,999",13.8,62588,78594,16006
0500000US30029,Flathead County, Montana,"150,000-199,999",7.2,62588,78594,16006
0500000US30029,Flathead County, Montana,"200,000+",2.8,62588,78594,16006
0500000US30031,Gallatin County, Montana,"0-10,000",4.1,75418,97931,22513
0500000US30031,Gallatin County, Montana,"10,000-14,999",3.6,75418,97931,22513
0500000US30031,Gallatin County, Montana,"15,000-24,999",7.1,75418,97931,22513
0500000US30031,Gallatin County, Montana,"25,000-34,999",8.2,75418,97931,22513
0500000US30031,Gallatin County, Montana,"35,000-49,999",9.4,75418,97931,22513
0500000US30031,Gallatin County, Montana,"50,000-74,999",17.2,75418,97931,22513
0500000US30031,Gallatin County, Montana,"75,000-99,999",15.8,75418,97931,22513
0500000US30031,Gallatin County, Montana,"100,000-149,999",20.9,75418,97931,22513
0500000US30031,Gallatin County, Montana,"150,000-199,999",6.7,75418,97931,22513
0500000US30031,Gallatin County, Montana,"200,000+",7,75418,97931,22513
0500000US30049,Lewis and Clark County, Montana,"0-10,000",3.8,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"10,000-14,999",4.4,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"15,000-24,999",12,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"25,000-34,999",7.5,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"35,000-49,999",13.1,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"50,000-74,999",14.8,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"75,000-99,999",14.4,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"100,000-149,999",17.9,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"150,000-199,999",6,67616,88558,20942
0500000US30049,Lewis and Clark County, Montana,"200,000+",6.3,67616,88558,20942
0500000US30063,Missoula County, Montana,"0-10,000",4.7,57347,78557,21210
0500000US30063,Missoula County, Montana,"10,000-14,999",5.6,57347,78557,21210
0500000US30063,Missoula County, Montana,"15,000-24,999",9,57347,78557,21210
0500000US30063,Missoula County, Montana,"25,000-34,999",7.5,57347,78557,21210
0500000US30063,Missoula County, Montana,"35,000-49,999",16,57347,78557,21210
0500000US30063,Missoula County, Montana,"50,000-74,999",20.3,57347,78557,21210
0500000US30063,Missoula County, Montana,"75,000-99,999",13.7,57347,78557,21210
0500000US30063,Missoula County, Montana,"100,000-149,999",12.4,57347,78557,21210
0500000US30063,Missoula County, Montana,"150,000-199,999",5.7,57347,78557,21210
0500000US30063,Missoula County, Montana,"200,000+",5.2,57347,78557,21210
0500000US30111,Yellowstone County, Montana,"0-10,000",4.1,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"10,000-14,999",3.4,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"15,000-24,999",12.4,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"25,000-34,999",7.5,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"35,000-49,999",12.8,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"50,000-74,999",19.9,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"75,000-99,999",11.8,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"100,000-149,999",14.5,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"150,000-199,999",7.2,61186,88264,27078
0500000US30111,Yellowstone County, Montana,"200,000+",6.3,61186,88264,27078
0500000US31055,Douglas County, Nebraska,"0-10,000",5.3,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"10,000-14,999",3.3,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"15,000-24,999",7.7,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"25,000-34,999",8,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"35,000-49,999",11.9,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"50,000-74,999",19,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"75,000-99,999",14.4,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"100,000-149,999",16.8,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"150,000-199,999",6.8,67133,89637,22504
0500000US31055,Douglas County, Nebraska,"200,000+",6.9,67133,89637,22504
0500000US31109,Lancaster County, Nebraska,"0-10,000",5.1,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"10,000-14,999",3.4,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"15,000-24,999",7.8,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"25,000-34,999",9.6,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"35,000-49,999",13.7,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"50,000-74,999",20.8,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"75,000-99,999",12.4,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"100,000-149,999",14.5,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"150,000-199,999",6.1,61175,84839,23664
0500000US31109,Lancaster County, Nebraska,"200,000+",6.5,61175,84839,23664
0500000US31153,Sarpy County, Nebraska,"0-10,000",2.3,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"10,000-14,999",2.8,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"15,000-24,999",5.8,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"25,000-34,999",4.9,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"35,000-49,999",9.9,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"50,000-74,999",16.3,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"75,000-99,999",17.7,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"100,000-149,999",22.8,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"150,000-199,999",9.4,83720,100778,17058
0500000US31153,Sarpy County, Nebraska,"200,000+",8,83720,100778,17058
0500000US32003,Clark County, Nevada,"0-10,000",6.6,62107,85925,23818
0500000US32003,Clark County, Nevada,"10,000-14,999",3.8,62107,85925,23818
0500000US32003,Clark County, Nevada,"15,000-24,999",7.7,62107,85925,23818
0500000US32003,Clark County, Nevada,"25,000-34,999",8.3,62107,85925,23818
