year,month,day,event_type,sub_event_type,state,county,city,latitude,longitude,fatalities,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
2020,7,9,Riots,Violent demonstration,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
2020,7,9,Strategic developments,Change to group/activity,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
2020,7,9,Protests,Peaceful protest,Utah,Washington,Saint George,37.104,-113.584,0,0500000US49053,63144,1.9,4.6,8.4,10.6,11.4,21.1,15.1,14.6,6,6.4,63595,88888,25293,Middle
2020,7,9,Protests,Peaceful protest,Idaho,Bonneville,Idaho Falls,43.467,-112.034,0,0500000US16019,40776,4.9,3.7,10.5,6.1,14.7,17.5,12.5,18.3,6.3,5.3,64618,84685,20067,Middle
2020,7,9,Protests,Peaceful protest,Colorado,Arapahoe,Greenwood Village,39.617,-104.951,0,0500000US08005,246302,3.8,1.9,4.2,5.7,11.2,19,13.5,19.3,10.2,11.2,82710,110227,27517,Very High
2020,7,9,Protests,Peaceful protest,Montana,Lewis and Clark,Helena,46.589,-112.039,0,0500000US30049,27405,3.8,4.4,12,7.5,13.1,14.8,14.4,17.9,6,6.3,67616,88558,20942,High
2020,7,9,Protests,Protest with intervention,North Carolina,Forsyth,Winston-Salem,36.1,-80.244,0,0500000US37067,148151,7.7,4.4,12,10.9,13.1,17.4,12.5,11.9,4.9,5.2,52017,74136,22119,Very Low
2020,7,9,Protests,Peaceful protest,North Carolina,Cumberland,Fayetteville,35.053,-78.878,0,0500000US37051,128135,9,5.1,10.8,11.7,17.9,17.6,11.2,11.3,3.2,2.3,46292,61315,15023,Very Low
2020,7,9,Protests,Peaceful protest,Pennsylvania,Allegheny,Pittsburgh,40.441,-79.996,0,0500000US42003,553858,6.4,3.6,8.4,8.6,11.9,17.5,12.7,16.1,7,7.9,64871,91448,26577,Middle
2020,7,9,Protests,Protest with intervention,Kentucky,Jefferson,Louisville,38.254,-85.759,0,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
2020,7,9,Protests,Peaceful protest,Maryland,Baltimore,Towson,39.401,-76.602,0,0500000US24005,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,104484,27126,Very High
2020,7,9,Protests,Peaceful protest,South Carolina,Aiken,Aiken,33.56,-81.72,0,0500000US45003,67889,6.5,6.2,11.8,7,14.4,18.4,13.9,12.8,5.3,3.6,55634,70238,14604,Low
2020,7,9,Protests,Peaceful protest,New Jersey,Monmouth,Wall Township,40.165,-74.074,0,0500000US34025,240377,4.4,2.4,4.8,6.3,6.7,12.2,11.4,19.5,11.7,20.7,102870,143028,40158,Very High
2020,7,9,Riots,Violent demonstration,Kentucky,Jefferson,Louisville,38.254,-85.759,0,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
2020,7,9,Protests,Peaceful protest,Virginia,Montgomery,Blacksburg,37.23,-80.414,0,0500000US51121,36244,13.1,3.3,5.9,9,11.8,21.2,11.2,10.9,7.1,6.5,60045,77645,17600,Middle
2020,7,9,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0,0500000US42101,619505,12.2,6.6,9.7,9.9,13.3,16.3,10.8,10.5,5.1,5.7,47474,72748,25274,Very Low
2020,7,9,Protests,Peaceful protest,Kentucky,Jefferson,Louisville,38.254,-85.759,0,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
2020,7,9,Protests,Peaceful protest,Virginia,Richmond,Richmond,37.539,-77.434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,9,Protests,Peaceful protest,Wisconsin,Milwaukee,Milwaukee,43.038,-87.906,0,0500000US55079,383665,7.4,4.9,11.3,9.2,14.3,17.8,12,14,4.8,4.1,53418,71436,18018,Very Low
2020,7,9,Protests,Peaceful protest,Michigan,Wayne,Detroit,42.335,-83.048,0,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
2020,7,9,Riots,Violent demonstration,Missouri,Saint Louis City,Saint Louis,38.627,-90.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,9,Protests,Peaceful protest,Missouri,Scott,Benton,37.097,-89.563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,9,Protests,Peaceful protest,Illinois,Saint Clair,Belleville,38.52,-89.987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,9,Protests,Peaceful protest,Alabama,Morgan,Decatur,34.606,-86.983,0,0500000US01103,46470,6.8,5.3,9.4,11,12.8,19.6,12.1,13.9,4.9,4.2,54338,73817,19479,Very Low
2020,7,9,Protests,Peaceful protest,Florida,Leon,Tallahassee,30.438,-84.28,0,0500000US12073,116283,9.2,5.3,9.3,10,11.6,19.3,11,13.2,5.2,6,54929,75969,21040,Very Low
2020,7,9,Protests,Peaceful protest,Florida,Miami-Dade,Miami,25.765,-80.194,0,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low
2020,7,9,Protests,Peaceful protest,Arkansas,Pulaski,Little Rock,34.746,-92.288,0,0500000US05119,158000,6.9,5.9,9.4,10.8,15,19.2,9.7,13.3,5.1,4.8,52043,77462,25419,Very Low
2020,7,9,Protests,Peaceful protest,Florida,Pinellas,Saint Petersburg,27.767,-82.641,0,0500000US12103,395286,6.1,4.1,8.9,9.6,14.5,17.7,13.7,13.4,5.3,6.7,56737,83277,26540,Low
2020,7,9,Protests,Peaceful protest,Tennessee,Hamilton,Chattanooga,35.046,-85.31,0,0500000US47065,148157,5.2,4.7,9.8,9.2,14.1,18,12.5,14.4,6,6.1,57502,82222,24720,Low
2020,7,9,Protests,Peaceful protest,New York,Kings,New York-Brooklyn,40.69,-73.986,0,0500000US36047,978091,7.9,5.6,8.7,7.6,9.9,14.6,11.3,14.8,8.2,11.4,66937,99472,32535,High
2020,7,9,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0,0500000US36061,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
2020,7,9,Protests,Peaceful protest,New Jersey,Monmouth,Wall,40.154,-74.071,0,0500000US34025,240377,4.4,2.4,4.8,6.3,6.7,12.2,11.4,19.5,11.7,20.7,102870,143028,40158,Very High
2020,7,9,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,7,9,Protests,Peaceful protest,California,Nevada,Grass Valley,39.219,-121.061,0,0500000US06057,39365,3.5,1.6,9.6,11.1,14.7,13.5,13.6,13.5,6.8,12.2,68818,97744,28926,High
2020,7,9,Protests,Peaceful protest,California,Alameda,Oakland,37.804,-122.271,0,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
2020,7,9,Protests,Peaceful protest,California,Sonoma,Windsor,38.547,-122.816,0,0500000US06097,190689,2.9,2.7,4.2,6.5,9.3,16.1,15.6,18.8,10.7,13.3,87828,117426,29598,Very High
2020,7,9,Protests,Peaceful protest,California,Imperial,El Centro,32.792,-115.563,0,0500000US06025,48182,6.8,10.4,11.5,9,14.6,14.6,12.9,12.4,4.7,3,48472,64050,15578,Very Low
2020,7,9,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,7,9,Protests,Peaceful protest,California,Los Angeles,Palmdale,34.581,-118.125,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,7,9,Protests,Peaceful protest,California,Santa Barbara,Santa Barbara,34.421,-119.701,0,0500000US06083,146466,5.3,2.9,6.4,5.6,12.7,16.8,12.5,17,7.3,13.6,75653,112619,36966,Very High
2020,7,9,Protests,Peaceful protest,Colorado,Arapahoe,Greenwood Village,39.617,-104.951,0,0500000US08005,246302,3.8,1.9,4.2,5.7,11.2,19,13.5,19.3,10.2,11.2,82710,110227,27517,Very High
2020,7,9,Protests,Peaceful protest,Colorado,Boulder,LaFayette,39.994,-105.09,0,0500000US08013,131854,5.8,2.6,5.8,5,9,14.7,13.7,17,10.5,15.9,88535,125894,37359,Very High
2020,7,9,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High
2020,7,9,Protests,Peaceful protest,New York,Rockland,Haverstraw,41.197,-73.966,0,0500000US36087,101424,3.5,3,5.9,4.6,8.6,12.7,11,20.9,10.9,18.9,100916,133396,32480,Very High
2020,7,9,Protests,Peaceful protest,New York,Dutchess,Poughkeepsie,41.7,-73.93,0,0500000US36027,110529,4.7,3.4,7.5,6.8,8.1,15.1,11.2,20.1,10.5,12.7,85901,112299,26398,Very High
2020,7,9,Protests,Peaceful protest,New Jersey,Camden,Woodlynne,39.917,-75.096,0,0500000US34007,187780,6.2,3.4,7.5,7.6,9.8,16.5,11.8,18.6,8.4,10.1,73672,100804,27132,High
2020,7,9,Strategic developments,Other,California,San Diego,City Heights,32.742,-117.101,1,0500000US06073,1132434,4.1,3.3,6,6.3,9.8,15.3,13.4,18.8,9.7,13.3,83985,112786,28801,Very High
2020,7,9,Strategic developments,Change to group/activity,Ohio,Clark,Springfield,39.924,-83.809,0,0500000US39023,54406,7.7,4.3,10.1,13,14.6,18.7,12.4,12.3,4.5,2.3,50128,66192,16064,Very Low
2020,7,10,Protests,Peaceful protest,Iowa,Woodbury,Sioux City,42.497,-96.405,0,0500000US19193,39733,5.3,3.6,9.5,10.6,13.6,16.7,16.1,17.3,4.1,3.1,58945,71578,12633,Low
2020,7,10,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
2020,7,10,Riots,Violent demonstration,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,7,10,Protests,Peaceful protest,Nebraska,Douglas,Omaha,41.257,-95.934,0,0500000US31055,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,22504,High
2020,7,10,Protests,Peaceful protest,Oregon,Lane,Springfield,44.054,-122.981,0,0500000US41039,155696,6.2,5.1,10.2,10,13.6,17.4,13.2,14.7,5.1,4.5,57325,77180,19855,Low
2020,7,10,Protests,Peaceful protest,Colorado,Weld,Greeley,40.423,-104.709,0,0500000US08123,111298,3.5,2.9,7,6.4,9.8,17.5,14.3,22.4,9.3,6.8,78615,95567,16952,Very High
2020,7,10,Protests,Peaceful protest,South Carolina,Richland,Columbia,34,-81.033,0,0500000US45079,153484,9.7,3.5,9.9,9.3,14.7,16.4,12,12.7,6.6,5,52293,76348,24055,Very Low
2020,7,10,Protests,Peaceful protest,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0,0500000US11001,291570,8,3.3,4.9,4.6,8.5,12.1,11,16.2,10.6,20.7,92266,135369,43103,Very High
2020,7,10,Protests,Peaceful protest,Virginia,Hampton,Hampton,37.03,-76.345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,10,Protests,Peaceful protest,Pennsylvania,Adams,Gettysburg,39.831,-77.231,0,0500000US42001,38703,2.6,3.2,9.3,8.1,13.2,18,17.4,16.2,6.7,5.2,67715,84262,16547,High
2020,7,10,Protests,Peaceful protest,Virginia,Virginia Beach,Virginia Beach,36.853,-75.978,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,10,Protests,Peaceful protest,Kentucky,Jefferson,Louisville,38.254,-85.759,0,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
2020,7,10,Protests,Peaceful protest,Iowa,Polk,Des Moines,41.586,-93.623,0,0500000US19153,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,21034,High
2020,7,10,Riots,Violent demonstration,Michigan,Wayne,Detroit,42.335,-83.048,0,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
2020,7,10,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
2020,7,10,Protests,Peaceful protest,Illinois,Jackson,Carbondale,37.727,-89.217,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,10,Protests,Protest with intervention,Missouri,Saint Louis City,Saint Louis,38.627,-90.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,10,Protests,Peaceful protest,Missouri,Jackson,Kansas City,39.101,-94.579,0,0500000US29095,292571,7.3,3.9,10.2,8.8,13,18.7,12.8,15,5.7,4.5,57936,75915,17979,Low
2020,7,10,Protests,Peaceful protest,Ohio,Lake,Mentor,41.666,-81.34,0,0500000US39085,96967,2.8,4,8.3,8.3,14,20.3,15.5,16.4,6.2,4.2,64076,79074,14998,Middle
2020,7,10,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,7,10,Protests,Peaceful protest,Michigan,Kent,Grand Rapids,42.963,-85.668,0,0500000US26081,245437,4.3,3.4,8,8.1,13.1,19.3,14.6,17.1,6.1,6.1,66532,87827,21295,High
2020,7,10,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
2020,7,10,Protests,Peaceful protest,Minnesota,Ramsey,Saint Paul,44.951,-93.095,0,0500000US27123,206124,5.4,3.5,6.9,7.6,13,17.7,12.9,18.2,7.6,7,68871,90789,21918,High
2020,7,10,Protests,Peaceful protest,Wisconsin,Dane,Madison,43.075,-89.384,0,0500000US55025,229760,3.5,3.3,6.1,7.4,10.7,17.4,14.3,20.1,8.1,9,77504,100066,22562,Very High
2020,7,10,Protests,Peaceful protest,Michigan,Wayne,Detroit,42.335,-83.048,0,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
2020,7,10,Protests,Peaceful protest,Wisconsin,Sheboygan,Sheboygan,43.751,-87.715,0,0500000US55117,48691,3.1,3.1,7.3,9.3,16.1,23.4,15.7,13.5,4.7,3.8,60706,77648,16942,Middle
2020,7,10,Protests,Peaceful protest,Minnesota,Crow Wing,Baxter,46.343,-94.287,0,0500000US27035,28012,5.7,3.6,9.2,9.5,12.4,22.7,14.2,14.7,4.3,3.8,60534,74086,13552,Middle
2020,7,10,Protests,Peaceful protest,Indiana,Monroe,Bloomington,39.165,-86.526,0,0500000US18105,54053,9.6,5.3,11.7,7.7,12,17,12.4,13.6,5.1,5.6,52453,73462,21009,Very Low
2020,7,10,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,7,10,Protests,Peaceful protest,Missouri,Greene,Springfield,37.208,-93.29,0,0500000US29077,133900,9.2,3.9,14.2,12.4,15,18.8,10.5,10.3,3.3,2.4,43752,63870,20118,Very Low
2020,7,10,Protests,Peaceful protest,Illinois,Cook,Arlington Heights,42.095,-87.981,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,7,10,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,7,10,Protests,Peaceful protest,Georgia,Gwinnett,Duluth,34.003,-84.145,0,0500000US13135,301471,3.7,2.2,5.8,7.9,12.4,19.7,13.7,18.4,8.5,7.6,72109,93401,21292,High
2020,7,10,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
2020,7,10,Protests,Peaceful protest,Florida,Orange,Orlando,28.535,-81.387,0,0500000US12095,457949,4.9,3.5,7.6,9,13.9,19.7,13.6,14.7,5.8,7.2,63461,88304,24843,Middle
2020,7,10,Protests,Peaceful protest,Florida,Miami-Dade,Miami,25.765,-80.194,0,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low
2020,7,10,Protests,Peaceful protest,Florida,Pinellas,Saint Petersburg,27.767,-82.641,0,0500000US12103,395286,6.1,4.1,8.9,9.6,14.5,17.7,13.7,13.4,5.3,6.7,56737,83277,26540,Low
2020,7,10,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
2020,7,10,Protests,Peaceful protest,Florida,Miami-Dade,Miami,25.765,-80.194,0,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low
2020,7,10,Protests,Peaceful protest,Tennessee,Dyer,Dyersburg,36.035,-89.386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,10,Protests,Peaceful protest,Tennessee,Sevier,Pigeon Forge,35.788,-83.554,0,0500000US47155,37933,6.2,3.6,12.6,10.1,12.4,20,15,12.6,3.7,3.8,57741,71579,13838,Low
2020,7,10,Protests,Peaceful protest,New York,Monroe,Rochester,43.155,-77.616,0,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
2020,7,10,Protests,Peaceful protest,Texas,Bell,Killeen,31.117,-97.728,0,0500000US48027,126772,7.1,4.8,9.8,9.9,13.5,19.8,13,12.5,5.1,4.5,54560,73912,19352,Very Low
2020,7,10,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,7,10,Protests,Peaceful protest,Colorado,Weld,Greeley,40.423,-104.709,0,0500000US08123,111298,3.5,2.9,7,6.4,9.8,17.5,14.3,22.4,9.3,6.8,78615,95567,16952,Very High
2020,7,10,Protests,Peaceful protest,Utah,Weber,Ogden,41.223,-111.974,0,0500000US49057,87863,3.1,2.9,5.4,8.4,11.4,20.7,18.4,18.1,5.9,5.6,72206,87362,15156,High
2020,7,10,Protests,Peaceful protest,Utah,Washington,Saint George,37.104,-113.584,0,0500000US49053,63144,1.9,4.6,8.4,10.6,11.4,21.1,15.1,14.6,6,6.4,63595,88888,25293,Middle
2020,7,10,Protests,Peaceful protest,Colorado,Adams,Aurora,39.729,-104.832,0,0500000US08001,171977,3.6,2.7,6.1,6.8,11.8,18.4,16.2,18.4,9.4,6.6,75804,91713,15909,Very High
2020,7,10,Protests,Peaceful protest,Colorado,Denver,Denver,39.739,-104.991,0,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
2020,7,10,Strategic developments,Other,Utah,Salt Lake,Taylorsville,40.657,-111.949,0,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
2020,7,10,Protests,Peaceful protest,Arkansas,Faulkner,Conway,35.089,-92.442,0,0500000US05045,47389,8.7,3.2,10.9,9.1,12.2,20.3,15.1,13.1,3.1,4.4,57642,74775,17133,Low
2020,7,10,Protests,Peaceful protest,Texas,Denton,Denton,33.215,-97.133,0,0500000US48121,305164,2.9,1.8,4.4,5.3,8.6,17.5,13.9,20.1,11.2,14.4,90523,119046,28523,Very High
2020,7,10,Protests,Peaceful protest,Connecticut,New Haven,Hamden,41.384,-72.903,0,0500000US09009,329006,6.1,4.4,9.3,7.8,10.3,15.2,12.6,16.4,8.4,9.4,69751,94695,24944,High
2020,7,10,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0,0500000US36061,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
2020,7,10,Protests,Peaceful protest,California,Los Angeles,Santa Monica,34.019,-118.496,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,7,10,Protests,Peaceful protest,Texas,Hays,Woodcreek,30.028,-98.111,0,0500000US48209,77749,4.7,4,6.4,5.8,12.6,18.4,14.4,15.3,9.4,9,72058,95570,23512,High
2020,7,10,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,7,10,Protests,Peaceful protest,Maryland,Prince George's,Clinton,38.755,-76.907,0,0500000US24033,316361,4.2,2,4.6,5.8,9.5,17,15.3,21,10.7,9.9,86290,102569,16279,Very High
2020,7,10,Protests,Peaceful protest,Colorado,La Plata,Durango,37.275,-107.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,10,Protests,Peaceful protest,Ohio,Washington,Marietta,39.415,-81.455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,11,Protests,Excessive force against protesters,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,7,11,Protests,Peaceful protest,Oregon,Marion,Salem,44.938,-123.03,0,0500000US41047,121061,4.2,4.3,7.6,8.9,13.4,20.7,14.1,16,7.1,3.7,64306,78396,14090,Middle
2020,7,11,Protests,Peaceful protest,Iowa,Polk,Des Moines,41.586,-93.623,0,0500000US19153,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,21034,High
2020,7,11,Protests,Peaceful protest,Oklahoma,Oklahoma,Oklahoma City,35.466,-97.513,0,0500000US40109,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low
2020,7,11,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High
2020,7,11,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,7,11,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,7,11,Protests,Peaceful protest,Oregon,Marion,Salem,44.938,-123.03,0,0500000US41047,121061,4.2,4.3,7.6,8.9,13.4,20.7,14.1,16,7.1,3.7,64306,78396,14090,Middle
2020,7,11,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,7,11,Protests,Peaceful protest,Colorado,El Paso,Colorado Springs,38.834,-104.821,0,0500000US08041,265798,4.4,2.8,6.3,7.3,11.5,19.6,14.7,17.4,8.5,7.6,72830,93351,20521,High
2020,7,11,Protests,Peaceful protest,Colorado,Adams,Aurora,39.729,-104.832,0,0500000US08001,171977,3.6,2.7,6.1,6.8,11.8,18.4,16.2,18.4,9.4,6.6,75804,91713,15909,Very High
2020,7,11,Protests,Peaceful protest,Nebraska,Douglas,Omaha,41.257,-95.934,0,0500000US31055,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,22504,High
2020,7,11,Protests,Peaceful protest,Nebraska,Douglas,Omaha,41.257,-95.934,0,0500000US31055,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,22504,High
2020,7,11,Protests,Peaceful protest,Alaska,Anchorage,Anchorage,61.218,-149.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,11,Protests,Peaceful protest,Nebraska,Douglas,Omaha,41.257,-95.934,0,0500000US31055,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,22504,High
2020,7,11,Protests,Peaceful protest,North Carolina,Jackson,Sylva,35.374,-83.226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,11,Protests,Peaceful protest,West Virginia,Kanawha,Charleston,38.349,-81.632,0,0500000US54039,78384,11.4,5,10.5,9.6,15.5,17.6,10.9,11.7,4,3.9,47759,66290,18531,Very Low
2020,7,11,Protests,Peaceful protest,North Carolina,Alamance,Graham,36.069,-79.401,0,0500000US37001,64316,6.1,6.6,8.1,10.9,12,21.1,14.6,12,4.4,4.1,58490,71555,13065,Low
2020,7,11,Protests,Peaceful protest,Delaware,New Castle,Wilmington,39.744,-75.552,0,0500000US10003,211592,5.7,2.6,6.3,6.3,9.8,18.4,13.9,17.5,9.6,9.8,76328,100948,24620,Very High
2020,7,11,Protests,Peaceful protest,Kentucky,Madison,Berea,37.569,-84.296,0,0500000US21151,34270,8.7,5.7,13.8,10.7,11.9,17.3,12.1,11.5,4.7,3.5,49421,68898,19477,Very Low
2020,7,11,Protests,Peaceful protest,Pennsylvania,Allegheny,Pittsburgh,40.441,-79.996,0,0500000US42003,553858,6.4,3.6,8.4,8.6,11.9,17.5,12.7,16.1,7,7.9,64871,91448,26577,Middle
2020,7,11,Protests,Peaceful protest,Kentucky,Jefferson,Louisville,38.254,-85.759,0,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
