year,month,day,event_type,sub_event_type,state,county,city,latitude,longitude,fatalities,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
2020,5,29,Protests,Peaceful protest,Michigan,Marquette,Marquette,46.546,-87.407,0,0500000US26103,27981,4,4.2,9.2,8.8,17.4,23.2,14.6,12.4,2.9,3.2,55148,68330,13182,Low
2020,5,29,Protests,Peaceful protest,Oregon,Klamath,Merrill,42.023,-121.599,0,0500000US41035,29357,6.8,6.9,10.8,9.1,11.8,22.6,11.8,13,4.9,2.4,56348,68806,12458,Low
2020,5,29,Protests,Peaceful protest,Indiana,Lake,Merrillville,41.495,-87.317,0,0500000US18089,190135,7.6,4.2,8.5,10.6,12.5,19.4,10.9,16.2,6,4.3,57081,77171,20090,Low
2020,5,29,Protests,Peaceful protest,California,Marin,Mill Valley,37.906,-122.545,0,0500000US06041,105298,3.4,2.5,4.5,4.7,8.8,10.6,11,16,10,28.6,110843,180587,69744,Very High
2020,5,29,Protests,Peaceful protest,Montana,Missoula,Missoula,46.872,-113.994,0,0500000US30063,50853,4.7,5.6,9,7.5,16,20.3,13.7,12.4,5.7,5.2,57347,78557,21210,Low
2020,5,29,Protests,Peaceful protest,West Virginia,Monongalia,Morgantown,39.63,-79.956,0,0500000US54061,40401,8.1,7.3,9.7,8.3,11.7,15.5,9.4,16.9,4.5,8.7,55940,83925,27985,Low
2020,5,29,Protests,Peaceful protest,Connecticut,New London,New London,41.355,-72.1,0,0500000US09011,109752,3.9,2.3,6.8,7.7,11.8,17.3,14.3,18.3,8,9.7,75633,98102,22469,Very High
2020,5,29,Protests,Protest with intervention,New York,New York,New York-Manhattan,40.783,-73.966,0,0500000US36061,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
2020,5,29,Protests,Peaceful protest,Utah,Weber,Ogden,41.223,-111.974,0,0500000US49057,87863,3.1,2.9,5.4,8.4,11.4,20.7,18.4,18.1,5.9,5.6,72206,87362,15156,High
2020,5,29,Protests,Peaceful protest,Oklahoma,Oklahoma,Oklahoma City,35.466,-97.513,0,0500000US40109,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low
2020,5,29,Protests,Peaceful protest,California,Ventura,Oxnard,34.198,-119.18,0,0500000US06111,268524,3,2.1,5,5.4,9.3,13.8,15.1,20.4,11.9,14,92236,121196,28960,Very High
2020,5,29,Protests,Peaceful protest,Pennsylvania,Allegheny,Pittsburgh,40.441,-79.996,0,0500000US42003,553858,6.4,3.6,8.4,8.6,11.9,17.5,12.7,16.1,7,7.9,64871,91448,26577,Middle
2020,5,29,Protests,Peaceful protest,Michigan,Washtenaw,Pittsfield,42.21,-83.724,0,0500000US26161,141680,5.7,3.9,5.6,7.3,9.2,17.4,13.2,16.7,8.6,12.4,76576,107685,31109,Very High
2020,5,29,Protests,Peaceful protest,New York,Clinton,Plattsburgh,44.7,-73.453,0,0500000US36019,31422,9.4,3.3,7.4,8.9,11.5,21.9,14.7,13.1,6.9,2.9,60198,81738,21540,Middle
2020,5,29,Protests,Peaceful protest,Michigan,Oakland,Pontiac,42.639,-83.291,0,0500000US26125,508464,3.8,3.2,6.3,7.1,9.7,15.9,13.8,17.9,9.7,12.7,81190,111724,30534,Very High
2020,5,29,Protests,Protest with intervention,California,San Bernardino,Rancho Cucamonga,34.106,-117.596,0,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
2020,5,29,Riots,Violent demonstration,Virginia,Richmond,Richmond,37.539,-77.434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,5,29,Protests,Peaceful protest,Minnesota,Olmsted,Rochester,44.022,-92.47,0,0500000US27109,65635,2.3,2.5,5.7,7.5,11.6,17.7,12.5,19.6,9.7,10.8,80096,106347,26251,Very High
2020,5,29,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
2020,5,29,Protests,Peaceful protest,California,San Luis Obispo,San Luis Obispo,35.283,-120.659,0,0500000US06079,106512,4.3,3.3,7.2,7.5,11.9,14.4,13.6,19,9.8,9.2,77265,99083,21818,Very High
2020,5,29,Protests,Peaceful protest,Texas,Hays,San Marcos,29.883,-97.941,0,0500000US48209,77749,4.7,4,6.4,5.8,12.6,18.4,14.4,15.3,9.4,9,72058,95570,23512,High
2020,5,29,Protests,Peaceful protest,Florida,Sarasota,Sarasota,27.336,-82.531,0,0500000US12115,187411,3.3,3,8.2,7.8,13.5,19.9,14.6,16.1,5.6,8,66342,94576,28234,High
2020,5,29,Protests,Peaceful protest,Illinois,Cook,Schaumburg,42.033,-88.085,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,5,29,Protests,Peaceful protest,Iowa,Woodbury,Sioux City,42.497,-96.405,0,0500000US19193,39733,5.3,3.6,9.5,10.6,13.6,16.7,16.1,17.3,4.1,3.1,58945,71578,12633,Low
2020,5,29,Protests,Peaceful protest,Massachusetts,Hampden,Springfield,42.102,-72.59,0,0500000US25013,179970,7.1,6.5,9.7,8.8,11.1,16.6,11.2,16.5,6.4,6,60161,81547,21386,Middle
