county,state,age_under_5,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_over,age_pct_under_5,age_pct_5_9,age_pct_10_14,age_pct_15_19,age_pct_20_24,age_pct_25_29,age_pct_30_34,age_pct_35_39,age_pct_40_44,age_pct_45_49,age_pct_50_54,age_pct_55_59,age_pct_60_64,age_pct_65_69,age_pct_70_74,age_pct_75_79,age_pct_80_84,age_pct_85_over
Grafton,New Hampshire,3758,4005,3920,7575,6448,5767,5352,4371,5383,5232,5246,6197,7720,6341,4904,3260,1798,2609,4.2,4.5,4.4,8.4,7.2,6.4,6,4.9,6,5.8,5.8,6.9,8.6,7.1,5.5,3.6,2,2.9
Hillsborough,New Hampshire,21522,20822,26329,24892,25858,29444,28058,25701,26798,27252,30069,32655,30482,21768,17856,12339,8661,6519,5.2,5,6.3,6,6.2,7.1,6.7,6.2,6.4,6.5,7.2,7.8,7.3,5.2,4.3,3,2.1,1.6
Merrimack,New Hampshire,7073,9580,6760,9835,9633,8895,9609,9412,8135,10052,10906,11908,11497,9592,7196,5259,2469,3580,4.7,6.3,4.5,6.5,6.4,5.9,6.3,6.2,5.4,6.6,7.2,7.9,7.6,6.3,4.8,3.5,1.6,2.4
Rockingham,New Hampshire,14805,16070,16808,17973,16204,18185,19605,19042,17374,21027,23671,27773,23498,18833,16376,9988,6219,6318,4.8,5.2,5.4,5.8,5.2,5.9,6.3,6.1,5.6,6.8,7.6,9,7.6,6.1,5.3,3.2,2,2
Strafford,New Hampshire,6183,5572,7864,11285,13112,9078,7785,7457,7938,7462,8457,9940,7905,7020,5444,2525,2800,2806,4.7,4.3,6,8.6,10,6.9,6,5.7,6.1,5.7,6.5,7.6,6.1,5.4,4.2,1.9,2.1,2.1
Atlantic,New Jersey,13494,14404,18050,16475,17755,15370,14753,15025,16458,14519,18332,19448,20472,15844,13089,8398,6499,5285,5.1,5.5,6.8,6.2,6.7,5.8,5.6,5.7,6.2,5.5,7,7.4,7.8,6,5,3.2,2.5,2
Bergen,New Jersey,49173,53546,57335,56437,53982,53171,55036,58522,65292,64212,67817,68907,64161,47001,43324,30420,21064,22802,5.3,5.7,6.2,6.1,5.8,5.7,5.9,6.3,7,6.9,7.3,7.4,6.9,5,4.6,3.3,2.3,2.4
Burlington,New Jersey,22733,25342,27031,26577,27375,28461,27602,28856,26456,30162,31319,34804,31267,24640,19204,14565,9124,9831,5.1,5.7,6.1,6,6.1,6.4,6.2,6.5,5.9,6.8,7,7.8,7,5.5,4.3,3.3,2,2.2
Camden,New Jersey,30280,32438,31613,32293,28421,35749,35096,35286,29372,32221,33401,33545,35097,26690,20642,15385,8671,10271,6,6.4,6.2,6.4,5.6,7.1,6.9,7,5.8,6.4,6.6,6.6,6.9,5.3,4.1,3,1.7,2
Cape May,New Jersey,3621,4921,4704,3968,4868,4526,4712,5164,3681,5409,5627,6927,9090,7709,6516,4592,3132,2872,3.9,5.3,5.1,4.3,5.3,4.9,5.1,5.6,4,5.9,6.1,7.5,9.9,8.4,7.1,5,3.4,3.1
Cumberland,New Jersey,8186,9514,12188,9718,7220,11157,10866,11298,8477,10016,8781,9310,9292,8739,5264,4127,2355,3019,5.5,6.4,8.2,6.5,4.8,7.5,7.3,7.6,5.7,6.7,5.9,6.2,6.2,5.8,3.5,2.8,1.6,2
Essex,New Jersey,52642,49167,56722,50498,49682,55548,54946,54297,56523,55766,54158,49471,48480,35893,27548,21141,12205,14288,6.6,6.2,7.1,6.3,6.2,7,6.9,6.8,7.1,7,6.8,6.2,6.1,4.5,3.4,2.6,1.5,1.8
Gloucester,New Jersey,15262,18052,18191,18702,18873,17748,17124,18698,18471,20116,20713,19562,22800,15771,12737,7156,6507,5153,5.2,6.2,6.2,6.4,6.5,6.1,5.9,6.4,6.3,6.9,7.1,6.7,7.8,5.4,4.4,2.5,2.2,1.8
Hudson,New Jersey,46425,37805,33304,32392,38669,68969,72601,57957,49729,41157,39342,36949,34932,25350,21775,15162,9406,10467,6.9,5.6,5,4.8,5.8,10.3,10.8,8.6,7.4,6.1,5.9,5.5,5.2,3.8,3.2,2.3,1.4,1.6
Hunterdon,New Jersey,5003,6206,7237,7978,7170,6548,5557,6642,7526,8260,10567,9925,11443,8104,6279,4811,3161,1954,4,5,5.8,6.4,5.8,5.3,4.5,5.3,6.1,6.6,8.5,8,9.2,6.5,5,3.9,2.5,1.6
Mercer,New Jersey,20751,20720,22856,28862,26026,23557,22189,23370,22988,24962,25165,23047,25450,17271,14962,9295,7569,8390,5.6,5.6,6.2,7.9,7.1,6.4,6,6.4,6.3,6.8,6.8,6.3,6.9,4.7,4.1,2.5,2.1,2.3
Middlesex,New Jersey,47111,47911,52137,54991,53271,53764,55377,56405,57197,55491,55399,56991,51255,42308,30908,20696,15806,18044,5.7,5.8,6.3,6.7,6.5,6.5,6.7,6.8,6.9,6.7,6.7,6.9,6.2,5.1,3.7,2.5,1.9,2.2
Monmouth,New Jersey,30345,38330,35411,39422,36020,36304,31889,38374,33057,41387,47135,49884,48853,34691,30441,20548,12540,14164,4.9,6.2,5.7,6.4,5.8,5.9,5.2,6.2,5.3,6.7,7.6,8.1,7.9,5.6,4.9,3.3,2,2.3
Morris,New Jersey,24518,26458,31109,32662,29624,26279,28006,26761,33227,34415,38718,38733,35123,27082,20302,16172,10180,12476,5,5.4,6.3,6.6,6,5.3,5.7,5.4,6.8,7,7.9,7.9,7.1,5.5,4.1,3.3,2.1,2.5
Ocean,New Jersey,42960,40147,40978,33854,32744,35156,31799,31517,30021,32071,35492,38249,43869,41865,31636,26809,20497,17522,7.1,6.6,6.7,5.6,5.4,5.8,5.2,5.2,4.9,5.3,5.8,6.3,7.2,6.9,5.2,4.4,3.4,2.9
Passaic,New Jersey,33624,29644,35970,34315,33670,34795,33187,29390,33216,31778,33159,33029,30870,24069,19498,13610,7653,10349,6.7,5.9,7.2,6.8,6.7,6.9,6.6,5.9,6.6,6.3,6.6,6.6,6.2,4.8,3.9,2.7,1.5,2.1
Salem,New Jersey,3555,3438,3527,3749,3875,3239,3486,3869,3755,4025,4672,3868,4978,3283,3731,2934,906,1495,5.7,5.5,5.7,6,6.2,5.2,5.6,6.2,6,6.5,7.5,6.2,8,5.3,6,4.7,1.5,2.4
Somerset,New Jersey,15823,20219,20898,21991,19560,17700,18106,22293,19863,23683,26144,27726,21741,17703,12468,8205,6375,8436,4.8,6.1,6.4,6.7,5.9,5.4,5.5,6.8,6,7.2,7.9,8.4,6.6,5.4,3.8,2.5,1.9,2.6
Sussex,New Jersey,6061,6904,8854,8752,8079,8071,7068,7666,9134,9578,11441,11947,12314,9077,6148,4230,2299,2865,4.3,4.9,6.3,6.2,5.8,5.7,5,5.5,6.5,6.8,8.1,8.5,8.8,6.5,4.4,3,1.6,2
Union,New Jersey,35255,34578,38563,34785,33307,34852,35765,40014,36767,38349,39259,39512,33572,25767,20462,13375,10642,11517,6.3,6.2,6.9,6.3,6,6.3,6.4,7.2,6.6,6.9,7.1,7.1,6,4.6,3.7,2.4,1.9,2.1
Warren,New Jersey,5103,4848,6526,6785,5843,5985,6344,5437,6053,7307,8451,8418,8305,5618,5593,3140,2701,2810,4.8,4.6,6.2,6.4,5.6,5.7,6,5.2,5.8,6.9,8,8,7.9,5.3,5.3,3,2.6,2.7
Bernalillo,New Mexico,36827,38614,43961,42135,43589,51640,48810,49820,41223,39948,39452,42331,45870,39002,29537,19612,11975,14775,5.4,5.7,6.5,6.2,6.4,7.6,7.2,7.3,6.1,5.9,5.8,6.2,6.8,5.7,4.3,2.9,1.8,2.2
Chaves,New Mexico,4153,4263,5919,5610,2761,3908,4637,4289,3603,3680,3562,4264,3647,2845,3268,1634,1282,1290,6.4,6.6,9.2,8.7,4.3,6,7.2,6.6,5.6,5.7,5.5,6.6,5.6,4.4,5.1,2.5,2,2
Doña Ana,New Mexico,13414,13434,16802,17581,22385,16678,13044,13532,10375,11150,10716,11733,12177,11867,8362,7168,4775,3002,6.1,6.2,7.7,8.1,10.3,7.6,6,6.2,4.8,5.1,4.9,5.4,5.6,5.4,3.8,3.3,2.2,1.4
Lea,New Mexico,5905,7229,5238,5537,4684,4771,3647,6813,3409,4727,3478,4147,3789,2660,1692,833,1626,885,8.3,10.2,7.4,7.8,6.6,6.7,5.1,9.6,4.8,6.7,4.9,5.8,5.3,3.7,2.4,1.2,2.3,1.2
McKinley,New Mexico,4899,5569,6843,4791,4555,5541,5622,3390,4795,3614,4201,3679,3793,3155,2503,2233,1025,1159,6.9,7.8,9.6,6.7,6.4,7.8,7.9,4.8,6.7,5.1,5.9,5.2,5.3,4.4,3.5,3.1,1.4,1.6
Otero,New Mexico,4422,5478,3425,4466,4290,5398,3619,3534,4988,3745,3986,4754,3580,3597,3265,3191,1016,736,6.6,8.1,5.1,6.6,6.4,8,5.4,5.2,7.4,5.5,5.9,7,5.3,5.3,4.8,4.7,1.5,1.1
Sandoval,New Mexico,7702,8986,10714,9683,7445,9243,9337,8953,9688,9330,8407,9592,10617,9314,7591,5209,2395,2542,5.2,6.1,7.3,6.6,5.1,6.3,6.4,6.1,6.6,6.4,5.7,6.5,7.2,6.3,5.2,3.5,1.6,1.7
San Juan,New Mexico,7692,9088,10007,8506,7496,8636,8260,7233,7998,7590,6019,8197,7983,6370,4584,3128,2682,2489,6.2,7.3,8.1,6.9,6,7,6.7,5.8,6.5,6.1,4.9,6.6,6.4,5.1,3.7,2.5,2.2,2
Santa Fe,New Mexico,6086,6903,8421,7629,8477,8102,8758,9391,7769,9567,8287,11313,11719,13319,10647,6619,4007,3344,4,4.6,5.6,5.1,5.6,5.4,5.8,6.2,5.2,6.4,5.5,7.5,7.8,8.9,7.1,4.4,2.7,2.2
Valencia,New Mexico,3921,4423,5633,5455,6980,3623,3822,6030,3009,5052,4237,4821,5585,5137,3659,2776,1825,700,5.1,5.8,7.3,7.1,9.1,4.7,5,7.9,3.9,6.6,5.5,6.3,7.3,6.7,4.8,3.6,2.4,0.9
Albany,New York,15203,13656,17098,23794,29915,21681,19048,19170,16747,16600,18959,20604,19534,15538,15297,9651,5240,7771,5,4.5,5.6,7.8,9.8,7.1,6.2,6.3,5.5,5.4,6.2,6.7,6.4,5.1,5,3.2,1.7,2.5
Bronx,New York,100047,88904,103032,93912,99499,119616,107497,90299,90219,84705,88650,85498,76877,58767,46902,36138,23845,23800,7.1,6.3,7.3,6.6,7,8.4,7.6,6.4,6.4,6,6.3,6,5.4,4.1,3.3,2.5,1.7,1.7
Broome,New York,10754,9708,9927,14633,18792,11888,9840,9791,10275,9360,11379,13362,13733,11406,8579,7984,4583,4494,5.6,5.1,5.2,7.7,9.9,6.2,5.2,5.1,5.4,4.9,6,7,7.2,6,4.5,4.2,2.4,2.4
Cattaraugus,New York,4406,4608,4569,5062,4569,4208,4306,3977,4258,4410,4867,5605,5810,5186,3992,3200,1477,1607,5.8,6.1,6,6.7,6,5.5,5.7,5.2,5.6,5.8,6.4,7.4,7.6,6.8,5.2,4.2,1.9,2.1
Cayuga,New York,3782,3569,4821,4085,4259,4588,4393,5188,4322,4780,5440,6328,5978,4584,4166,2672,1493,2128,4.9,4.7,6.3,5.3,5.6,6,5.7,6.8,5.6,6.2,7.1,8.3,7.8,6,5.4,3.5,1.9,2.8
Chautauqua,New York,6736,7533,6350,9294,7935,7141,7504,7392,6275,7572,7834,10148,9174,7048,7684,3927,3007,4349,5.3,5.9,5,7.3,6.3,5.6,5.9,5.8,4.9,6,6.2,8,7.2,5.6,6.1,3.1,2.4,3.4
Chemung,New York,4319,4854,4811,5077,4820,5259,5500,4316,4866,4651,6306,6311,6351,4901,4070,2502,2063,2479,5.2,5.8,5.8,6.1,5.8,6.3,6.6,5.2,5.8,5.6,7.6,7.6,7.6,5.9,4.9,3,2.5,3
Clinton,New York,3666,3910,3963,5686,7255,5317,4923,4767,5206,5059,5073,5666,5941,4712,3480,2557,1451,1853,4.6,4.9,4.9,7.1,9,6.6,6.1,5.9,6.5,6.3,6.3,7,7.4,5.9,4.3,3.2,1.8,2.3
Dutchess,New York,12647,14615,17006,21834,20115,17893,16228,17396,17772,19040,21377,23661,21739,16135,13907,9816,6417,6620,4.3,5,5.8,7.4,6.8,6.1,5.5,5.9,6,6.5,7.3,8,7.4,5.5,4.7,3.3,2.2,2.3
Erie,New York,50101,47483,54877,57456,58803,66559,65326,55696,49770,52041,59646,65333,66604,55484,40067,28653,20207,24596,5.5,5.2,6,6.3,6.4,7.2,7.1,6.1,5.4,5.7,6.5,7.1,7.2,6,4.4,3.1,2.2,2.7
Jefferson,New York,8291,7307,6148,7152,10917,9351,9106,7111,5613,4795,5856,6292,6270,4965,4039,2988,2268,1365,7.5,6.7,5.6,6.5,9.9,8.5,8.3,6.5,5.1,4.4,5.3,5.7,5.7,4.5,3.7,2.7,2.1,1.2
Kings,New York,182787,151579,159586,135493,152915,236692,233996,191180,166378,151256,144617,140885,145161,113128,97004,64669,46315,46262,7.1,5.9,6.2,5.3,6,9.2,9.1,7.5,6.5,5.9,5.6,5.5,5.7,4.4,3.8,2.5,1.8,1.8
Livingston,New York,2704,2772,3498,5768,6218,3315,3155,3279,3531,3590,4066,4844,4572,3621,3201,2235,1024,1521,4.3,4.4,5.6,9.2,9.9,5.3,5,5.2,5.6,5.7,6.5,7.7,7.3,5.8,5.1,3.6,1.6,2.4
Madison,New York,3338,4268,3432,6220,5576,3621,3743,3177,4165,3876,4792,5592,5606,5386,2672,2624,1583,1270,4.7,6,4.8,8.8,7.9,5.1,5.3,4.5,5.9,5.5,6.8,7.9,7.9,7.6,3.8,3.7,2.2,1.8
Monroe,New York,40284,37893,47901,48801,49977,53645,52267,46476,39087,42747,47618,52802,49749,40050,35340,20303,18001,18829,5.4,5.1,6.5,6.6,6.7,7.2,7,6.3,5.3,5.8,6.4,7.1,6.7,5.4,4.8,2.7,2.4,2.5
Nassau,New York,74086,80299,83922,85214,84423,82117,77594,77117,86697,87096,96333,99893,95465,77437,59472,38909,32995,37855,5.5,5.9,6.2,6.3,6.2,6.1,5.7,5.7,6.4,6.4,7.1,7.4,7,5.7,4.4,2.9,2.4,2.8
New York,New York,76131,60265,61844,67607,111308,187246,174485,126997,107021,98722,96629,94395,89453,78361,70675,50183,38387,38997,4.7,3.7,3.8,4.2,6.8,11.5,10.7,7.8,6.6,6.1,5.9,5.8,5.5,4.8,4.3,3.1,2.4,2.4
Niagara,New York,11024,10980,12663,11826,11644,13535,13797,12880,10312,12367,13834,16482,16860,13921,10207,7097,4894,4958,5.3,5.2,6.1,5.7,5.6,6.5,6.6,6.2,4.9,5.9,6.6,7.9,8.1,6.7,4.9,3.4,2.3,2.4
Oneida,New York,12458,13485,14095,14964,14837,14092,15112,11906,13431,13915,14346,15348,16977,13189,10757,7816,5598,6345,5.4,5.9,6.2,6.5,6.5,6.2,6.6,5.2,5.9,6.1,6.3,6.7,7.4,5.8,4.7,3.4,2.4,2.8
Onondaga,New York,25831,25022,29054,34269,30405,30641,30225,28738,24114,26694,30336,31275,33842,25602,20046,13428,8606,12400,5.6,5.4,6.3,7.4,6.6,6.7,6.6,6.2,5.2,5.8,6.6,6.8,7.3,5.6,4.4,2.9,1.9,2.7
Ontario,New York,4743,6267,6952,7381,6399,5892,7059,6088,5490,6512,7735,8835,7886,6588,6636,4171,2634,2509,4.3,5.7,6.3,6.7,5.8,5.4,6.4,5.5,5,5.9,7,8,7.2,6,6,3.8,2.4,2.3
Orange,New York,25824,26850,27852,28321,29773,22085,23000,23445,22192,25087,25998,24843,24376,17724,15277,9758,6810,5725,6.7,7,7.2,7.4,7.7,5.7,6,6.1,5.8,6.5,6.8,6.5,6.3,4.6,4,2.5,1.8,1.5
Oswego,New York,6601,5544,8041,9294,7762,7142,7280,6759,5905,6864,8299,9093,8934,5852,5797,3499,2044,2414,5.6,4.7,6.9,7.9,6.6,6.1,6.2,5.8,5,5.9,7.1,7.8,7.6,5,4.9,3,1.7,2.1
Putnam,New York,4307,3524,7163,5464,5652,6346,6112,5113,6535,7126,7348,8836,7509,5982,4056,3351,2235,1661,4.4,3.6,7.3,5.6,5.7,6.5,6.2,5.2,6.6,7.2,7.5,9,7.6,6.1,4.1,3.4,2.3,1.7
Queens,New York,136858,116135,127094,114117,125955,179631,180395,157857,148468,147775,150773,161487,138853,114702,93287,62832,46297,51342,6.1,5.2,5.6,5.1,5.6,8,8,7,6.6,6.6,6.7,7.2,6.2,5.1,4.1,2.8,2.1,2.3
Rensselaer,New York,8147,8383,8499,11495,10570,10736,11796,10246,8405,8793,11084,10499,11877,8956,7448,4250,3485,4045,5.1,5.3,5.4,7.2,6.7,6.8,7.4,6.5,5.3,5.5,7,6.6,7.5,5.6,4.7,2.7,2.2,2.5
Richmond,New York,25432,30005,29674,29005,28531,33034,30957,31355,28546,31915,32258,35852,30278,26472,20588,13918,8413,9910,5.3,6.3,6.2,6.1,6,6.9,6.5,6.6,6,6.7,6.8,7.5,6.4,5.6,4.3,2.9,1.8,2.1
Rockland,New York,26692,23138,27355,23876,21154,19991,17328,19476,17764,18303,19516,18403,21024,14530,13611,10951,6840,5837,8.2,7.1,8.4,7.3,6.5,6.1,5.3,6,5.5,5.6,6,5.6,6.5,4.5,4.2,3.4,2.1,1.8
St. Lawrence,New York,5230,4877,6980,9350,9069,6568,6168,5576,6102,6277,6739,7756,7526,5927,5522,3693,2247,2133,4.9,4.5,6.5,8.7,8.4,6.1,5.7,5.2,5.7,5.8,6.3,7.2,7,5.5,5.1,3.4,2.1,2
Saratoga,New York,11422,12166,12863,15200,12492,13296,14597,14940,13101,15896,16817,17569,16500,14057,11538,7870,4498,5041,5,5.3,5.6,6.6,5.4,5.8,6.4,6.5,5.7,6.9,7.3,7.6,7.2,6.1,5,3.4,2,2.2
Schenectady,New York,8311,10538,9633,7837,9986,10425,11858,10919,8275,9092,9964,8559,12553,9087,6220,5256,2857,3929,5.4,6.8,6.2,5,6.4,6.7,7.6,7,5.3,5.9,6.4,5.5,8.1,5.9,4,3.4,1.8,2.5
Steuben,New York,5406,5343,5978,5619,5271,6019,5343,5047,5963,5562,6309,6884,7627,6698,4428,3470,2190,2222,5.7,5.6,6.3,5.9,5.5,6.3,5.6,5.3,6.3,5.8,6.6,7.2,8,7,4.6,3.6,2.3,2.3
Suffolk,New York,78955,81398,90136,96100,94197,93148,84728,88210,84116,98114,112426,110800,108516,78500,64857,48381,30657,33362,5.3,5.5,6.1,6.5,6.4,6.3,5.7,6,5.7,6.6,7.6,7.5,7.3,5.3,4.4,3.3,2.1,2.3
Sullivan,New York,4260,4183,3851,4647,4155,4660,4157,3933,3818,4567,7380,4678,6405,4964,4293,3186,1234,1061,5.6,5.5,5.1,6.2,5.5,6.2,5.5,5.2,5.1,6.1,9.8,6.2,8.5,6.6,5.7,4.2,1.6,1.4
Tompkins,New York,3686,3209,4513,12827,18247,7029,5872,5192,5047,5149,4590,5136,6294,5787,3361,2859,1411,1971,3.6,3.1,4.4,12.6,17.9,6.9,5.7,5.1,4.9,5,4.5,5,6.2,5.7,3.3,2.8,1.4,1.9
Ulster,New York,7684,8223,9035,10619,12070,10725,10445,10582,10936,10940,12546,14664,13128,11297,10152,6271,4134,4122,4.3,4.6,5.1,6,6.8,6,5.9,6,6.2,6.2,7.1,8.3,7.4,6.4,5.7,3.5,2.3,2.3
Warren,New York,2672,2436,4045,3240,3193,4008,3876,3894,2699,3593,4559,4904,5398,4854,4269,2056,2189,2059,4.2,3.8,6.3,5.1,5,6.3,6.1,6.1,4.2,5.6,7.1,7.7,8.4,7.6,6.7,3.2,3.4,3.2
Wayne,New York,4754,5406,5152,5622,4381,5863,4578,4763,5127,5771,7067,6187,7757,5812,4684,3530,1722,1742,5.3,6,5.7,6.3,4.9,6.5,5.1,5.3,5.7,6.4,7.9,6.9,8.6,6.5,5.2,3.9,1.9,1.9
Westchester,New York,53502,53370,64338,64306,58816,55920,56565,60665,62812,65952,69764,66443,66654,45836,44576,30334,21230,26423,5.5,5.5,6.6,6.6,6.1,5.8,5.8,6.3,6.5,6.8,7.2,6.9,6.9,4.7,4.6,3.1,2.2,2.7
Alamance,North Carolina,9967,9840,11130,13123,11327,10110,11326,12351,8239,10513,10708,12095,9720,8645,7862,5248,4598,2707,5.9,5.8,6.6,7.7,6.7,6,6.7,7.3,4.9,6.2,6.3,7.1,5.7,5.1,4.6,3.1,2.7,1.6
Brunswick,North Carolina,5202,6970,4738,6730,4401,7092,7619,5404,8574,6089,7198,11163,14905,16215,15193,8457,4118,2752,3.6,4.9,3.3,4.7,3.1,5,5.3,3.8,6,4.3,5,7.8,10.4,11.4,10.6,5.9,2.9,1.9
Buncombe,North Carolina,12528,12552,14127,14959,13392,17380,20120,17349,17099,17639,15346,16333,18251,16470,15522,8390,5109,8625,4.8,4.8,5.4,5.7,5.1,6.7,7.7,6.6,6.5,6.8,5.9,6.3,7,6.3,5.9,3.2,2,3.3
Burke,North Carolina,4273,3904,5478,4833,4820,5549,5106,5959,4737,6958,6477,7824,5858,5599,4721,4069,2019,2301,4.7,4.3,6.1,5.3,5.3,6.1,5.6,6.6,5.2,7.7,7.2,8.6,6.5,6.2,5.2,4.5,2.2,2.5
Cabarrus,North Carolina,13589,14216,17542,16417,11734,13037,16153,14931,13171,17031,14045,13401,10667,8692,9803,4770,3232,4022,6.3,6.6,8.1,7.6,5.4,6,7.5,6.9,6.1,7.9,6.5,6.2,4.9,4,4.5,2.2,1.5,1.9
Caldwell,North Carolina,3892,4789,3887,6265,4003,5208,4313,3940,4192,6573,6312,5977,6557,5824,3707,3498,1278,1963,4.7,5.8,4.7,7.6,4.9,6.3,5.2,4.8,5.1,8,7.7,7.3,8,7.1,4.5,4.3,1.6,2.4
Carteret,North Carolina,2737,3326,3303,4491,3162,3060,3261,3654,3644,4120,5084,5018,6747,6319,4501,2978,2256,1812,3.9,4.8,4.8,6.5,4.6,4.4,4.7,5.3,5.2,5.9,7.3,7.2,9.7,9.1,6.5,4.3,3.2,2.6
Catawba,North Carolina,7945,8802,11195,10827,9615,10338,9362,8752,9242,11030,10926,12322,9887,9060,8573,5218,3010,3447,5,5.5,7,6.8,6,6.5,5.9,5.5,5.8,6.9,6.8,7.7,6.2,5.7,5.4,3.3,1.9,2.2
Chatham,North Carolina,4247,3568,4269,4084,3260,3593,4626,3188,4155,5225,4633,5240,5474,5826,5287,3052,2314,2429,5.7,4.8,5.7,5.5,4.4,4.8,6.2,4.3,5.6,7,6.2,7,7.4,7.8,7.1,4.1,3.1,3.3
Cleveland,North Carolina,5187,6762,5860,5879,8019,4735,5613,6210,5500,5518,6401,7930,5726,5103,6058,3170,2316,1960,5.3,6.9,6,6,8.2,4.8,5.7,6.3,5.6,5.6,6.5,8.1,5.8,5.2,6.2,3.2,2.4,2
Craven,North Carolina,6471,6320,5873,5315,10281,7604,6049,5717,4723,5813,5210,6284,6357,7009,5603,3442,2008,2060,6.3,6.2,5.8,5.2,10.1,7.4,5.9,5.6,4.6,5.7,5.1,6.2,6.2,6.9,5.5,3.4,2,2
Cumberland,North Carolina,25138,23074,22097,23292,33297,32073,24804,20762,19506,17129,17661,18739,17289,13804,10567,7744,4837,3696,7.5,6.9,6.6,6.9,9.9,9.6,7.4,6.2,5.8,5.1,5.3,5.6,5.2,4.1,3.1,2.3,1.4,1.1
Davidson,North Carolina,9048,9735,10885,9021,8795,9734,10843,8792,8155,12243,13629,13459,11903,9907,8481,5743,4384,2852,5.4,5.8,6.5,5.4,5.2,5.8,6.5,5.2,4.9,7.3,8.1,8,7.1,5.9,5.1,3.4,2.6,1.7
Durham,North Carolina,20212,19146,16341,19021,23521,29658,29227,26616,19352,19525,18057,16778,19304,16006,12179,7451,4486,4608,6.3,6,5.1,5.9,7.3,9.2,9.1,8.3,6,6.1,5.6,5.2,6,5,3.8,2.3,1.4,1.4
Forsyth,North Carolina,22258,25005,24525,26692,25381,26275,24620,22833,23191,24378,24180,27966,23397,18881,17156,11567,7250,6740,5.8,6.5,6.4,7,6.6,6.9,6.4,6,6.1,6.4,6.3,7.3,6.1,4.9,4.5,3,1.9,1.8
Franklin,North Carolina,2951,4626,5468,5334,2698,3290,5013,4707,4250,5003,4309,5398,4842,4356,2548,1977,1798,1117,4.2,6.6,7.8,7.7,3.9,4.7,7.2,6.8,6.1,7.2,6.2,7.7,6.9,6.3,3.7,2.8,2.6,1.6
Gaston,North Carolina,13330,13527,14452,13814,12261,15683,15088,14241,13490,16511,15203,13973,15211,13561,9278,6700,4578,3628,5.9,6,6.4,6.2,5.5,7,6.7,6.3,6,7.4,6.8,6.2,6.8,6,4.1,3,2,1.6
Guilford,North Carolina,31449,29564,37421,43692,35731,38802,35482,31467,33456,35476,33896,35833,31973,26045,22133,14579,9953,10222,5.9,5.5,7,8.1,6.7,7.2,6.6,5.9,6.2,6.6,6.3,6.7,6,4.8,4.1,2.7,1.9,1.9
Harnett,North Carolina,9306,9422,9871,11829,7752,9811,10466,9342,7774,9173,8708,8278,7109,5316,5072,3650,1722,1375,6.8,6.9,7.3,8.7,5.7,7.2,7.7,6.9,5.7,6.7,6.4,6.1,5.2,3.9,3.7,2.7,1.3,1
Henderson,North Carolina,5551,6488,5725,6136,4904,6315,5980,7000,6516,7906,7349,7345,9277,9670,7648,5615,4046,3946,4.7,5.5,4.9,5.2,4.2,5.4,5.1,6,5.5,6.7,6.3,6.3,7.9,8.2,6.5,4.8,3.4,3.4
Iredell,North Carolina,9231,11829,11885,12612,10128,11014,10509,11754,11202,13618,13561,13563,12346,9233,7885,5293,3515,2628,5.1,6.5,6.5,6.9,5.6,6.1,5.8,6.5,6.2,7.5,7.5,7.5,6.8,5.1,4.3,2.9,1.9,1.4
Johnston,North Carolina,13222,13542,16583,16714,10381,11370,13158,14070,15086,15632,14826,14563,12529,7414,9774,5669,2633,2173,6.3,6.5,7.9,8,5,5.4,6.3,6.7,7.2,7.5,7.1,7,6,3.5,4.7,2.7,1.3,1
Lincoln,North Carolina,5040,4589,5032,5152,4193,5103,4619,4883,5294,6312,6998,7995,5834,5169,4176,2292,1958,1472,5.9,5.3,5.8,6,4.9,5.9,5.4,5.7,6.1,7.3,8.1,9.3,6.8,6,4.8,2.7,2.3,1.7
Mecklenburg,North Carolina,73069,65436,77327,71347,71063,98759,92158,81415,81731,77100,70427,65414,57818,44491,34090,20477,13626,14608,6.6,5.9,7,6.4,6.4,8.9,8.3,7.3,7.4,6.9,6.3,5.9,5.2,4,3.1,1.8,1.2,1.3
Moore,North Carolina,6223,5550,5800,5671,4113,5390,7495,5378,5985,5164,6235,6432,6805,6843,6237,5620,2864,3075,6.2,5.5,5.7,5.6,4.1,5.3,7.4,5.3,5.9,5.1,6.2,6.4,6.7,6.8,6.2,5.6,2.8,3
Nash,North Carolina,5274,5310,6216,5968,6340,5814,5417,4431,6251,5328,6109,7160,6902,5208,5966,3242,1916,1446,5.6,5.6,6.6,6.3,6.7,6.2,5.7,4.7,6.6,5.7,6.5,7.6,7.3,5.5,6.3,3.4,2,1.5
New Hanover,North Carolina,10730,11494,13132,15424,21406,16337,14931,13556,16504,13962,14641,14327,15597,13872,11685,7525,4586,4764,4.6,4.9,5.6,6.6,9.1,7,6.4,5.8,7,6,6.2,6.1,6.7,5.9,5,3.2,2,2
Onslow,North Carolina,14494,12707,14044,16280,31737,19393,15276,11950,9848,9503,7389,8515,8066,6376,4944,2748,1815,2853,7.3,6.4,7.1,8.2,16,9.8,7.7,6,5,4.8,3.7,4.3,4.1,3.2,2.5,1.4,0.9,1.4
